7,80,51,54,92
96,0,66,18,92
66,68,46,52,55
96,1,64,43,20
96,64,75,18,19
64,99,41,82,58
75,46,18,21,85
66,4,68,46,55
96,68,46,55,24
68,78,46,55,60
97,70,20,21,57
97,43,49,18,54
41,43,47,80,85
96,4,68,39,24
36,37,5,7,20
40,43,49,83,58
1,73,47,24,60
64,35,36,15,57
36,71,46,18,87
71,40,39,87,94
36,5,44,81,52
66,36,5,79,60
37,70,7,19,28
35,43,46,49,55
37,7,53,58,28
64,0,36,49,60
64,1,36,49,83
0,66,36,44,94
99,74,10,45,15
96,66,49,54,92
64,68,41,18,55
0,96,36,70,21
35,36,74,43,47
68,46,18,55,92
66,75,49,82,24
0,64,80,49,60
66,37,7,55,28
96,35,18,21,24
64,1,47,20,55
0,40,57,26,60
64,38,72,11,47
64,97,37,76,80
97,66,8,16,18
89,40,47,57,26
96,35,71,10,18
7,46,83,55,61
0,70,71,20,55
0,43,80,25,61
0,71,52,24,60
96,68,40,46,55
33,41,43,15,82
96,68,71,46,55
97,4,8,79,16
47,49,83,89,94
96,68,54,55,57
96,47,83,54,92
36,5,71,73,82
96,68,37,10,85
1,36,41,45,82
66,43,47,18,22
64,97,78,15,83
64,99,68,36,24
64,97,83,89,60
66,38,76,54,24
96,0,66,80,49
33,10,76,46,19
5,40,49,22,92
38,47,22,57,58
96,33,85,22,92
66,54,55,22,92
41,10,43,20,24
49,83,54,58,92
46,82,19,55,25
0,18,54,22,92
33,68,46,18,55
5,44,51,85,25
46,47,18,55,92
1,42,47,52,59
66,7,46,55,28
39,71,43,87,94
68,75,46,21,55
1,37,44,15,17
97,66,35,41,82
1,97,35,82,83
38,8,10,11,16
64,72,79,55,89
37,70,10,51,28
71,40,47,57,93
33,99,87,57,60
68,46,18,55,94
66,37,7,49,28
97,36,41,44,82
39,40,87,26,28
96,66,18,21,92
36,5,81,18,19
68,46,49,54,92
0,66,43,80,18
64,0,75,87,58
71,46,20,55,60
96,66,18,54,92
1,43,80,20,85
68,46,18,55,28
96,15,82,18,24
38,39,78,47,49
1,36,5,72,10
97,1,5,16,58
96,99,36,70,85
41,82,53,85,89
96,35,49,22,60
5,39,75,24,94
96,35,7,40,57
96,10,74,47,15
68,70,51,85,55
96,66,36,5,43
41,80,82,54,92
0,33,47,52,24
39,11,54,92,94
0,35,4,39,43
71,74,45,87,57
37,7,43,82,28
71,74,45,52,93
68,8,75,79,55
97,1,79,53,55
74,45,47,22,87
33,68,46,18,55
96,66,36,43,49
0,1,36,5,10
68,46,18,85,55
96,1,70,87,24
99,79,54,24,60
1,41,49,58,94
68,75,46,55,58
64,0,96,36,5
36,5,10,44,24
35,41,79,80,58
0,15,83,21,60
96,74,45,47,54
42,80,81,54,92
0,53,54,92,93
38,78,47,18,58
72,8,16,22,26
36,37,41,43,28
64,0,40,57,26
43,51,20,21,85
1,68,46,53,55
68,43,46,85,55
64,36,49,20,26
39,71,81,19,87
68,70,41,82,55
33,46,15,25,58
68,46,83,55,57
66,42,78,18,22
37,70,7,18,28
33,15,22,54,92
40,41,89,26,57
37,7,46,18,28
36,43,57,26,94
39,17,51,87,25
38,46,47,58,94
68,43,46,55,25
68,46,17,85,55
0,68,40,11,26
96,15,54,22,92
36,49,54,55,92
97,36,40,47,26
1,37,7,86,28
35,68,46,49,55
71,79,49,87,94
97,36,47,16,53
5,74,45,58,60
70,78,18,85,22
60,49,51,21,92
68,46,22,55,58
66,39,49,54,92
5,71,40,83,57
96,70,43,75,85
96,43,80,17,58
68,43,46,17,55
68,75,87,60,94
40,72,75,80,57
97,36,43,78,22
96,75,78,18,24
96,68,18,54,55
70,46,18,85,26
37,71,21,87,28
36,43,81,52,60
38,41,47,82,58
0,8,74,45,16
68,43,46,81,25
96,71,41,47,87
8,40,47,16,15
42,80,17,51,28
66,68,78,79,47
64,36,49,82,26
70,46,80,18,55
96,68,46,54,55
99,8,11,16,86
68,46,21,85,55
33,66,68,46,55
39,75,43,82,87
1,74,45,24,58
1,66,80,55,60
36,5,43,47,20
33,78,49,19,22
96,1,36,44,76
72,76,46,55,57
26,37,39,58,60
5,20,21,87,25
39,11,44,79,22
1,70,40,43,18
36,5,37,83,28
68,40,55,57,26
64,0,11,18,58
64,7,72,15,47
64,38,47,54,92
68,40,46,81,85
41,79,82,24,58
33,99,41,47,82
0,97,66,47,92
35,36,72,41,82
66,46,18,85,55
0,5,72,53,94
33,37,43,79,24
96,0,78,17,22
66,41,42,78,22
1,41,43,47,18
66,38,47,18,89
96,66,68,46,55
68,75,46,55,60
96,43,18,19,51
66,42,17,51,86
36,5,39,20,87
0,7,46,17,21
97,38,47,58,28
39,72,8,75,22
5,41,42,11,82
47,17,51,21,55
71,40,80,55,26
0,99,36,70,49
8,41,45,16,87
66,38,43,47,54
0,36,71,83,87
5,43,47,81,18
5,70,39,85,25
0,33,96,5,50
66,16,18,54,92
68,43,46,15,55
68,46,47,55,87
0,97,73,43,20
96,68,46,18,55
46,18,54,55,92
64,0,7,76,60
68,70,46,17,55
96,66,18,54,92
71,41,82,87,94
97,1,41,82,58
33,66,43,54,92
96,36,74,45,78
1,3,73,18,83
97,99,78,57,60
68,46,18,51,55
97,99,74,10,45
96,36,40,44,24
66,38,43,15,47
1,74,45,20,58
1,70,43,18,20
66,35,10,80,82
71,41,79,24,94
70,71,46,21,85
66,78,49,51,22
74,43,45,15,94
39,10,11,47,18
96,74,78,18,22
68,46,81,54,55
68,74,15,54,92
36,5,11,76,61
43,47,20,89,94
68,43,46,18,55
68,74,45,46,82
96,66,18,54,92
11,78,47,22,87
66,79,82,18,92
96,68,46,55,24
68,70,83,85,93
96,8,78,79,18
0,1,80,55,24
96,38,11,75,18
0,64,80,18,94
96,68,46,18,55
68,46,79,19,55
96,76,18,54,92
68,46,83,55,61
38,47,18,54,92
68,7,46,51,55
68,46,18,82,55
66,80,17,51,94
36,5,43,83,85
0,33,11,80,54
70,40,75,49,21
7,71,18,21,85
33,68,46,22,55
3,70,46,21,85
1,10,43,50,20
68,5,46,80,55
35,80,17,57,61
96,66,46,55,24
64,3,36,52,57
10,43,47,89,94
5,7,44,87,28
0,40,19,54,92
35,7,92,54,28
68,43,83,54,92
99,68,18,54,92
33,68,70,49,94
66,68,43,47,55
66,72,41,78,58
66,43,46,51,55
68,75,43,46,80
46,18,54,55,92
0,37,7,47,28
66,39,47,18,92
18,85,54,86,92
1,43,50,20,94
0,5,87,25,61
36,40,24,57,26
68,38,46,47,55
68,46,81,51,55
70,43,85,87,57
43,75,80,20,93
78,79,22,57,26
1,70,46,20,55
96,5,85,24,94
99,4,68,55,24
68,46,79,47,83
33,40,41,82,26
64,0,36,5,25
64,36,15,25,59
96,75,21,55,89
36,46,49,20,55
33,38,7,44,79
96,66,39,74,45
66,68,75,46,55
8,41,15,16,82
64,99,36,68,47
70,81,18,19,20
0,39,71,83,87
36,40,15,24,60
97,71,39,87,94
68,7,46,79,55
82,85,86,87,24
37,7,15,55,28
66,78,54,22,92
46,78,54,55,92
96,68,37,79,28
75,46,17,18,55
37,7,17,19,28
7,28,49,54,92
0,66,10,78,22
1,43,47,18,20
96,42,43,15,49
96,78,80,18,22
96,68,47,57,28
0,76,49,20,59
66,70,46,24,61
4,68,76,46,55
1,71,49,53,94
68,22,55,54,92
43,60,49,28,94
64,35,36,5,49
8,42,11,45,16
68,46,51,54,55
97,99,11,15,47
96,18,54,22,58
96,43,78,18,22
15,18,54,87,92
41,74,75,45,58
68,46,80,55,24
0,36,43,21,89
71,78,16,22,58
36,37,7,42,24
71,43,78,18,22
96,68,43,80,21
0,1,70,85,60
72,75,78,79,82
64,33,75,80,18
96,75,17,82,60
96,36,5,70,75
5,17,49,54,22
40,74,45,57,26
33,71,55,24,59
33,68,10,25,94
11,78,83,20,26
96,46,55,60,93
36,15,83,54,92
39,8,43,15,47
97,36,49,24,58
46,79,16,49,15
64,15,80,24,60
0,66,78,22,89
75,46,82,89,60
97,38,74,45,15
96,43,47,83,24
41,82,54,26,92
0,1,96,43,20
64,79,49,58,61
35,49,54,55,92
68,43,80,19,21
96,75,78,16,82
68,39,75,76,22
68,41,46,82,55
36,70,41,44,85
97,66,10,79,89
0,58,39,87,26
74,45,20,52,59
66,78,15,22,92
70,71,19,87,94
64,66,43,47,53
1,36,10,43,76
4,40,87,57,26
8,74,16,22,92
96,66,79,15,18
37,7,41,47,28
96,41,18,54,55
0,64,36,5,41
33,72,8,16,26
1,5,70,50,85
96,99,80,18,86
97,39,71,87,94
66,51,21,54,92
99,36,43,78,22
68,43,78,46,55
99,75,49,22,58
68,40,43,21,55
71,75,83,87,94
92,47,49,26,60
0,40,57,26,94
68,43,46,18,55
38,39,47,82,87
33,68,70,50,55
64,96,24,58,60
46,55,54,22,92
75,43,26,60,94
97,8,75,16,54
64,97,66,11,55
39,71,15,87,94
64,36,7,47,58
39,72,11,87,58
4,39,71,82,87
66,36,72,22,92
70,43,46,49,55
66,43,46,18,55
58,74,45,47,26
33,71,21,25,94
0,1,64,36,47
68,71,46,87,55
96,80,49,54,92
0,36,74,45,83
36,75,54,24,92
39,71,41,16,87
68,46,18,19,55
33,47,85,24,94
64,68,75,22,55
96,66,71,11,92
37,5,70,81,28
96,66,68,46,55
64,71,87,57,94
64,36,74,43,45
41,79,17,82,51
47,54,22,24,92
40,11,47,15,18
68,38,46,47,18
97,39,72,78,79
36,74,45,15,28
96,38,79,47,22
97,33,68,46,49
96,42,18,54,92
96,68,36,43,55
8,73,74,45,26
68,36,46,83,55
66,68,10,46,55
0,40,80,18,28
96,68,46,22,55
64,36,43,49,83
66,47,18,54,92
71,8,78,22,87
68,75,46,85,55
36,37,7,24,28
0,97,72,41,58
8,74,11,45,16
64,39,78,15,52
68,40,46,85,55
3,36,71,72,87
0,36,74,55,59
66,36,5,51,94
0,36,5,10,21
40,45,89,26,57
68,76,46,55,61
0,43,49,87,61
43,80,83,20,55
68,46,78,18,55
71,49,18,17,87
74,11,45,46,22
75,46,54,55,92
66,36,38,78,47
68,46,19,51,55
1,43,46,54,92
36,70,81,85,26
0,96,97,5,49
68,46,78,55,92
1,36,68,70,49
64,33,75,87,25
36,37,7,24,28
72,79,16,47,22
64,66,10,42,57
36,5,43,80,20
37,7,74,78,28
35,36,37,7,28
75,80,51,22,92
33,17,19,87,61
71,75,47,80,87
36,5,49,50,58
64,21,24,25,94
96,66,54,55,92
68,75,22,55,57
36,47,50,21,60
39,71,87,57,26
1,36,43,76,49
8,16,82,57,26
39,43,44,51,25
96,0,66,54,92
0,71,53,60,93
96,44,79,18,61
96,38,72,74,86
66,35,68,46,55
46,81,85,54,92
66,68,46,18,55
0,40,15,57,26
68,71,75,46,55
66,36,39,74,80
38,74,45,47,60
68,46,21,85,55
0,68,46,51,55
66,41,82,18,92
41,54,89,58,92
68,40,46,83,55
68,10,51,54,92
1,37,43,54,92
0,5,16,25,61
66,41,46,82,55
70,74,43,18,85
1,36,70,81,20
35,39,72,41,82
68,75,50,89,58
96,39,43,47,20
68,78,46,55,92
97,1,20,54,87
97,68,71,55,94
96,0,66,72,26
97,72,87,61,94
75,46,22,58,60
66,68,46,18,92
39,8,47,16,18
41,80,82,58,60
33,66,80,81,22
10,44,80,18,55
68,44,46,79,55
36,43,80,20,92
0,64,50,60,93
8,78,16,49,58
68,37,46,55,28
38,47,54,89,92
71,41,11,82,59
0,36,5,44,25
39,8,74,78,16
0,39,15,82,58
35,49,87,92,94
99,35,44,59,92
39,41,47,87,58
99,36,42,49,51
41,43,82,22,59
39,40,11,45,26
68,43,46,47,55
68,46,49,55,93
42,46,78,22,55
71,11,75,54,92
40,74,45,46,20
0,36,71,47,26
64,0,79,80,49
66,68,46,21,55
96,35,18,54,92
66,71,18,52,85
0,99,49,54,92
8,79,16,57,26
0,5,49,52,87
39,72,8,10,43
40,79,82,57,26
33,40,43,15,20
1,39,43,20,28
39,71,75,80,87
96,66,18,54,92
11,75,47,51,94
71,39,41,45,82
96,15,83,57,60
44,80,81,85,24
5,47,80,89,92
96,15,20,54,24
36,78,60,82,92
97,66,54,22,92
36,41,47,82,25
97,38,42,47,18
96,33,68,70,55
96,33,42,46,18
68,43,46,18,55
43,82,83,53,60
58,40,24,57,26
0,96,40,83,26
68,46,51,21,55
96,36,87,58,94
18,83,54,55,92
97,72,8,16,22
38,39,72,8,47
42,81,17,24,60
68,5,46,55,24
36,5,70,43,78
68,46,17,51,55
64,97,66,43,89
38,8,47,16,22
68,41,43,46,55
64,96,68,49,55
0,5,70,10,85
96,99,15,47,82
71,55,87,89,94
41,43,82,53,94
68,46,54,55,92
0,40,47,83,26
96,68,46,80,18
0,36,39,10,87
68,46,19,55,92
66,68,49,20,55
96,68,75,15,18
8,41,78,22,92
64,0,71,72,87
66,42,75,18,82
96,46,15,55,24
64,36,70,19,85
36,74,45,58,93
71,8,11,16,59
33,68,75,46,55
99,68,42,79,55
5,42,17,51,25
0,39,71,87,94
0,42,17,51,94
1,43,49,54,92
99,68,46,54,55
33,41,10,55,89
49,50,20,53,93
1,68,46,20,55
33,38,11,47,87
96,35,3,24,26
81,19,51,54,55
66,41,78,79,54
97,40,45,78,26
96,1,37,18,20
43,18,51,54,92
71,47,80,49,94
66,68,46,54,55
68,70,46,20,55
99,72,74,45,78
96,66,99,78,83
36,8,11,83,22
66,35,46,18,22
41,75,18,54,92
5,42,43,78,22
43,92,18,51,60
68,78,82,55,58
47,15,50,89,94
0,41,44,18,85
37,7,43,49,28
7,42,18,57,26
1,39,8,16,58
64,0,66,87,94
8,41,82,87,58
96,66,81,54,24
33,66,5,39,54
7,49,83,57,28
96,36,40,49,51
1,36,43,18,20
66,38,47,18,22
96,15,83,21,24
96,66,36,5,18
68,5,18,51,21
1,36,11,85,26
0,80,87,25,94
66,78,80,18,22
8,47,82,57,26
96,68,74,46,55
68,70,17,85,55
68,46,49,55,89
96,36,5,11,94
96,66,18,54,92
71,49,20,54,92
40,46,55,57,26
8,74,45,16,22
96,1,71,7,20
37,7,51,21,28
41,74,45,47,16
37,70,18,19,93
96,78,18,22,89
68,49,54,22,93
38,47,79,52,60
1,70,43,81,20
11,47,54,22,92
40,43,54,26,92
68,38,78,47,55
64,36,5,44,25
68,37,46,55,28
36,5,70,10,85
64,38,47,87,25
64,39,71,87,94
1,5,37,18,85
7,10,28,54,92
28,49,54,22,92
96,68,46,55,57
96,1,68,43,20
3,70,18,60,61
64,39,41,82,60
0,71,41,83,57
68,4,47,55,58
99,54,24,89,92
68,43,46,55,24
66,46,54,55,92
70,41,43,17,82
71,41,22,87,94
36,37,82,28,94
71,39,15,87,94
66,68,79,83,55
33,71,81,85,93
68,46,18,55,28
99,80,49,54,24
75,46,78,49,54
99,47,49,83,60
36,5,80,49,21
0,66,74,49,28
1,92,20,54,60
66,68,46,78,22
68,7,46,55,28
68,40,46,21,55
0,43,51,89,94
40,80,18,57,26
41,82,20,55,24
68,75,46,18,55
5,81,49,51,20
37,7,71,15,28
46,47,18,19,85
96,39,8,75,18
43,18,51,54,92
64,0,36,75,49
68,41,75,46,55
46,20,54,57,92
68,46,54,55,92
43,92,49,28,94
1,43,20,54,92
42,78,47,79,22
0,5,87,60,94
0,40,49,81,24
64,0,96,1,36
1,46,80,49,55
96,41,82,18,54
43,60,54,55,92
66,74,49,83,61
96,1,36,43,80
71,41,82,50,53
68,70,46,85,55
66,74,45,78,86
38,74,47,49,92
96,74,43,45,83
7,24,57,26,60
10,18,19,55,28
96,1,43,20,24
5,71,43,49,25
66,8,16,55,59
96,11,80,55,93
96,68,46,18,55
0,68,54,92,94
68,43,15,20,89
66,42,78,82,22
68,46,80,21,55
64,74,45,59,60
68,46,17,54,55
33,75,49,18,22
97,41,74,43,58
0,36,5,49,89
64,40,57,26,61
37,7,82,28,94
37,7,49,17,28
97,66,47,53,59
1,68,11,55,26
5,70,49,85,87
96,38,79,16,60
5,43,18,54,58
64,0,36,44,55
37,79,80,50,89
99,75,43,46,55
36,37,7,51,28
40,17,81,19,21
97,66,7,41,82
8,78,79,85,24
66,38,75,18,58
64,68,70,20,55
96,43,78,18,83
68,70,40,43,55
0,38,8,16,89
36,5,38,47,51
66,78,22,57,26
66,40,17,54,92
39,45,80,49,22
66,68,46,17,51
66,68,70,46,55
66,37,7,18,54
35,41,49,82,89
71,11,79,58,59
96,40,43,57,26
68,10,46,80,55
74,45,15,57,58
68,46,18,19,55
68,70,46,81,55
66,70,81,17,94
68,46,17,51,55
0,71,81,49,59
36,10,75,47,80
66,68,46,51,55
96,68,80,19,55
64,0,35,36,5
66,46,81,51,55
68,40,75,46,55
4,5,36,51,59
96,0,64,46,18
8,74,45,47,16
96,4,70,49,21
68,46,54,55,92
70,39,71,19,87
74,45,54,22,92
66,68,46,79,55
96,66,68,55,92
1,35,5,43,85
96,66,47,80,49
96,81,18,85,55
37,74,45,28,94
1,46,15,18,87
66,68,45,46,18
46,49,18,53,21
0,1,80,89,94
8,72,78,16,94
0,66,4,49,83
33,68,46,50,55
68,10,46,18,55
97,41,78,82,26
38,8,47,16,53
41,42,43,15,82
66,68,46,79,55
96,66,47,83,24
96,43,54,22,92
35,5,43,45,49
96,7,20,24,94
96,1,5,43,20
99,35,70,49,83
68,46,17,18,55
66,41,74,45,22
1,36,15,54,92
96,43,18,22,92
37,7,18,87,28
58,75,78,79,26
71,46,49,55,94
96,68,78,20,55
4,36,79,87,94
96,40,75,57,26
0,82,54,22,92
68,46,18,21,55
41,74,45,82,58
96,66,42,78,22
68,17,21,85,55
68,75,46,49,20
36,44,17,87,94
33,68,46,81,55
96,80,18,51,94
66,68,46,81,18
75,46,54,22,92
1,5,43,47,20
35,18,51,24,92
72,41,78,82,26
66,71,11,83,87
5,72,45,22,25
35,43,49,87,94
66,68,46,51,55
96,66,46,18,22
1,41,75,82,21
33,46,18,82,85
0,36,5,51,20
96,36,38,78,47
68,80,54,55,92
1,20,55,24,25
5,74,47,87,57
96,66,41,75,92
96,97,66,11,78
37,7,43,25,28
66,68,46,81,55
96,36,75,43,24
33,75,43,54,92
68,47,54,55,92
0,36,5,10,85
35,37,7,81,28
70,40,85,21,26
66,68,46,81,55
0,17,50,19,57
1,5,43,78,20
8,72,78,79,16
66,5,72,78,15
71,81,17,19,21
1,71,75,49,60
96,0,78,49,22
10,82,83,25,92
3,7,40,75,83
99,43,87,89,94
5,51,19,85,55
33,68,39,85,87
37,7,28,54,92
64,0,36,5,45
43,60,53,87,28
96,41,24,60,93
37,38,7,57,28
68,46,54,55,92
41,78,47,82,83
96,0,5,41,18
96,36,43,47,55
8,47,49,54,92
68,46,17,21,55
66,71,10,54,92
96,33,76,47,60
37,71,8,11,16
96,8,16,54,92
68,43,46,22,55
68,46,81,21,55
36,5,47,21,59
97,39,72,40,57
42,43,78,47,22
35,36,5,74,43
76,79,81,50,57
36,37,71,15,87
64,66,46,55,59
1,68,42,46,55
36,75,49,54,92
96,38,46,47,55
68,46,49,83,55
75,76,81,18,82
70,85,87,25,59
99,68,46,18,55
43,47,83,57,60
