1,36,5,18,54,60
96,1,10,43,20,89
66,99,76,79,20,53
96,1,99,43,20,54
71,11,49,58,59,93
36,39,11,58,59,60
0,64,97,96,49,24
35,40,41,43,49,57
37,7,28,54,26,92
0,36,5,43,20,57
99,68,39,46,83,87
68,70,46,81,55,60
96,66,18,54,89,92
96,66,36,46,80,53
68,70,46,47,85,55
8,75,46,16,55,58
0,1,36,46,80,20
0,39,71,43,87,58
70,44,46,15,20,55
71,10,78,47,49,94
38,39,78,79,80,47
66,99,68,46,18,55
43,75,15,53,57,92
0,96,79,49,18,58
26,38,39,10,47,58
39,41,49,54,58,92
68,75,85,54,55,92
11,47,49,51,89,58
7,39,79,49,54,92
96,38,49,17,52,24
68,70,46,81,17,51
66,17,19,53,54,92
68,74,45,46,18,55
3,36,5,10,75,43
33,71,39,46,49,18
33,8,42,46,53,55
38,39,10,78,22,58
68,75,46,54,55,92
96,1,40,43,57,26
96,99,11,79,83,59
96,1,43,47,81,20
96,39,40,79,15,24
96,68,10,80,83,55
3,4,71,43,21,60
96,68,46,54,55,92
68,46,54,55,92,94
66,75,46,49,55,89
72,8,79,16,22,57
70,10,46,19,51,55
97,36,5,7,60,93
0,96,36,5,15,25
64,75,49,54,22,92
35,71,18,24,57,93
97,8,74,47,16,86
33,68,46,51,21,55
1,68,70,46,85,55
0,1,37,15,93,94
68,40,46,81,18,55
0,99,44,45,20,22
96,68,75,46,17,55
68,46,80,51,21,55
3,41,80,82,19,55
71,7,46,80,87,94
0,36,5,72,43,49
99,68,5,47,80,55
68,37,7,46,78,55
68,11,46,54,55,92
68,70,43,81,21,85
1,68,43,46,18,20
68,37,7,46,81,19
37,40,43,57,26,28
33,68,76,46,19,55
64,0,68,46,18,55
39,46,49,83,87,55
41,42,43,18,54,92
1,71,49,83,57,60
33,70,40,46,55,26
97,36,41,49,82,89
43,47,81,19,21,25
96,75,78,18,22,55
68,70,43,46,85,55
68,36,7,46,18,22
68,46,85,54,55,92
97,68,38,47,22,55
36,68,70,75,20,85
64,36,71,39,74,87
35,37,7,81,28,94
37,43,47,54,22,92
71,73,76,81,52,24
1,5,71,83,52,93
33,35,41,49,82,94
96,43,50,20,55,93
64,66,39,78,83,26
96,1,73,81,51,20
37,46,47,18,55,28
1,43,47,80,81,49
97,36,71,43,15,60
97,66,5,41,85,22
8,74,45,46,16,22
66,41,15,16,79,26
36,74,45,16,82,89
1,33,35,49,24,60
64,71,87,24,59,94
36,5,74,45,49,92
72,41,11,45,82,58
96,43,46,47,81,55
97,78,51,54,22,92
68,46,81,49,51,21
5,37,7,10,25,28
0,68,5,36,46,55
66,75,11,45,78,58
96,11,75,54,24,92
37,70,76,17,82,85
64,75,49,20,89,57
97,72,11,47,49,26
96,40,43,24,26,61
99,75,43,15,80,58
96,68,43,46,22,55
68,46,55,87,61,94
5,11,44,79,89,58
0,36,5,51,19,25
11,54,86,22,92,61
97,39,44,87,60,61
0,5,70,73,42,85
0,5,39,41,44,82
0,39,71,43,58,60
0,1,68,41,46,55
68,46,47,17,18,55
37,7,43,17,18,89
0,71,74,82,87,94
68,46,15,55,25,58
68,37,40,46,55,28
0,36,5,52,21,25
96,66,74,78,20,61
99,68,4,46,51,55
1,68,41,82,53,55
68,46,18,54,55,92
68,5,41,46,82,55
37,7,71,87,28,94
66,8,74,45,78,22
96,40,18,57,26,60
33,5,40,73,57,26
71,40,43,87,25,61
97,72,8,78,16,22
40,75,83,24,57,26
0,36,74,76,20,94
1,66,5,70,49,85
99,10,78,79,54,92
68,70,40,80,85,93
68,38,41,46,47,55
0,39,47,49,83,87
71,39,46,49,55,87
1,68,42,82,85,60
0,36,40,10,20,21
64,71,41,75,43,82
1,40,43,15,18,26
96,33,66,71,18,94
36,70,41,42,80,82
0,71,39,83,87,94
97,99,35,41,82,92
96,75,43,18,54,22
75,79,80,18,54,92
39,41,11,82,87,94
0,38,10,76,47,83
37,38,39,42,75,47
96,46,18,20,55,89
38,71,76,47,82,20
64,11,75,60,93,94
64,1,79,80,49,92
96,66,36,42,57,60
68,72,11,46,53,55
68,37,19,20,21,55
96,68,7,75,46,55
68,70,71,46,55,94
68,37,7,40,54,28
68,70,43,80,19,85
96,0,70,41,82,24
1,70,43,20,58,59
66,45,53,22,58,60
5,7,20,21,55,28
68,75,80,82,21,55
1,99,4,37,18,24
0,41,74,11,44,25
66,41,78,54,22,92
66,40,41,80,22,58
5,70,71,40,73,21
1,5,43,81,20,26
96,3,73,50,52,24
1,3,68,75,17,20
0,36,5,40,73,46
0,1,36,5,10,43
64,96,41,82,89,58
11,78,54,22,24,92
96,43,75,47,18,20
64,39,41,74,11,87
96,37,7,18,26,28
40,46,49,87,57,26
0,7,40,41,44,58
96,3,73,76,55,60
96,1,43,80,24,60
35,38,41,83,58,94
96,46,20,55,24,60
68,70,46,80,85,55
99,41,75,49,82,89
64,68,71,46,81,20
0,70,18,19,21,57
70,11,47,18,85,55
96,81,18,51,21,92
0,36,74,45,18,22
33,68,46,20,87,55
68,41,43,54,55,92
0,10,79,86,89,94
4,71,43,15,25,93
96,1,68,43,47,55
0,96,66,68,46,55
60,79,20,54,58,92
96,68,5,71,46,55
36,68,46,55,24,28
40,43,49,57,26,25
0,33,5,70,74,57
0,5,78,54,25,26
4,74,45,78,49,57
5,78,18,83,51,22
96,40,44,18,57,26
0,96,68,36,46,55
1,36,5,54,59,92
36,5,74,44,46,55
1,43,20,85,57,93
96,43,79,47,18,92
68,46,81,18,85,55
68,75,46,83,55,24
1,5,37,18,83,20
33,36,43,47,80,21
96,36,5,41,10,24
96,36,5,71,57,26
70,40,80,19,85,26
96,80,55,86,54,92
96,68,70,40,46,55
5,39,81,49,21,93
0,97,36,74,43,58
36,40,10,18,57,26
41,43,54,55,25,92
41,11,78,82,89,60
64,38,15,47,89,58
78,15,51,22,58,92
96,66,75,49,18,89
5,39,74,43,45,79
0,71,39,87,93,94
37,7,8,16,28,61
68,46,79,87,55,94
66,36,5,74,10,45
1,68,72,75,46,55
0,3,74,52,24,94
68,46,20,54,55,92
37,7,43,82,87,28
96,4,80,18,83,93
96,64,40,20,57,26
35,68,42,46,18,22
38,47,80,51,54,92
68,37,46,17,20,55
70,71,19,85,21,55
66,38,47,54,57,92
66,74,43,45,47,58
96,66,8,78,18,22
71,74,75,47,87,89
0,3,80,49,50,87
37,7,41,82,53,28
0,66,36,4,46,18
5,41,10,82,83,94
4,41,42,82,57,94
0,68,38,76,46,55
37,7,40,57,26,28
1,66,36,41,82,55
68,46,80,18,19,55
38,72,79,47,52,94
68,7,43,46,17,55
66,39,74,45,78,22
68,70,50,85,54,92
71,81,18,51,87,94
96,68,46,17,54,55
68,36,76,46,18,85
5,39,16,87,58,94
64,33,35,41,81,82
39,74,44,15,83,58
74,43,45,79,20,24
96,5,18,51,54,92
41,46,17,82,53,87
97,4,41,79,89,58
64,73,74,41,87,94
36,37,7,43,81,28
36,43,47,49,58,60
96,0,71,79,57,26
96,33,70,10,43,18
0,46,17,55,54,87
37,43,92,54,58,28
96,36,37,7,49,28
36,5,10,76,17,52
64,66,40,47,89,57
66,8,43,49,18,22
44,78,47,22,54,92
1,71,43,20,85,55
96,0,40,78,15,22
0,5,75,78,25,58
66,68,46,18,52,60
71,43,76,50,87,61
0,4,5,70,85,21
96,68,18,20,54,92
66,68,46,21,54,55
46,17,19,51,21,94
66,68,46,85,21,55
41,43,11,15,18,82
68,5,36,46,21,55
1,68,5,46,55,57
36,5,68,46,55,60
0,68,15,85,55,25
0,36,39,71,49,87
96,36,5,43,81,20
96,38,41,47,18,22
96,36,38,46,47,59
0,96,36,40,57,26
0,36,5,72,49,51
96,8,41,16,82,18
96,68,46,54,55,92
68,38,10,46,78,55
64,33,36,40,78,20
96,80,49,18,17,94
0,36,15,83,24,57
64,1,35,36,80,22
96,43,46,18,55,28
37,7,81,17,59,28
96,68,70,46,22,55
0,66,39,78,51,22
70,10,50,85,24,61
96,36,15,19,55,25
74,11,45,17,58,94
68,75,46,22,55,58
38,39,42,47,49,17
37,7,80,51,54,92
96,0,66,18,22,92
96,66,68,46,52,55
96,1,64,70,43,20
96,64,35,75,18,19
64,0,99,41,82,58
70,75,46,18,21,85
66,4,68,46,55,93
68,46,81,55,24,94
68,5,78,46,55,60
97,70,20,21,85,57
97,49,18,22,54,92
96,41,43,47,80,85
96,4,68,39,24,60
36,37,5,7,20,28
58,40,43,49,83,26
1,73,43,47,24,60
64,33,36,40,15,57
36,68,71,46,18,87
71,40,39,87,57,94
36,5,44,81,51,52
66,36,5,79,50,60
4,37,70,7,19,28
35,68,43,46,49,55
37,7,53,87,58,28
64,0,36,49,22,60
64,1,36,49,83,20
0,96,1,36,44,94
99,74,10,45,15,55
96,78,49,54,22,92
64,68,41,76,18,55
0,96,36,70,71,21
35,36,74,43,47,51
96,68,46,18,55,92
66,75,49,82,24,92
0,64,80,49,20,60
66,37,7,46,55,28
96,35,18,21,24,94
64,1,43,47,20,55
0,40,75,57,26,60
64,38,72,11,47,60
64,97,37,76,80,93
97,66,3,8,16,18
89,40,42,47,57,26
96,35,71,10,79,18
68,7,46,83,55,61
0,70,71,17,20,55
0,43,80,49,25,61
0,71,76,52,24,60
96,68,40,46,18,55
33,41,43,15,82,28
96,68,71,46,81,55
97,4,8,72,79,16
44,47,49,83,89,94
96,68,54,55,57,92
96,47,80,83,54,92
36,71,40,73,42,82
96,37,10,51,85,55
1,36,41,45,82,58
66,43,78,47,18,22
64,97,4,78,15,83
64,99,68,36,74,24
64,97,36,83,89,60
66,38,76,54,24,92
96,0,5,80,49,94
33,10,76,46,17,19
5,40,49,22,55,92
26,38,47,22,57,58
96,33,85,22,54,92
66,54,55,22,87,92
41,10,75,43,20,24
38,49,83,54,58,92
75,46,82,19,55,25
0,78,18,54,22,92
33,68,39,46,18,55
5,7,44,51,85,25
46,47,18,54,55,92
1,33,42,47,52,59
66,68,7,46,55,28
39,71,43,49,87,94
96,68,75,46,21,55
1,37,7,44,17,28
97,66,35,41,79,82
1,97,35,82,83,85
38,8,10,11,45,16
64,0,72,79,55,89
37,70,10,49,51,28
68,71,47,55,57,93
33,99,39,87,57,60
68,41,46,18,55,94
66,37,7,49,22,28
97,36,5,41,44,82
37,7,40,87,26,28
96,5,18,21,54,92
36,5,81,18,19,21
68,46,49,54,55,92
0,43,80,18,51,55
64,0,39,75,87,58
71,46,20,22,55,60
96,66,18,54,92,94
1,43,46,80,20,85
96,68,46,18,55,28
96,11,15,82,18,24
4,38,39,78,47,49
1,99,36,5,72,10
97,1,5,8,16,58
96,99,36,70,85,54
35,41,82,53,85,89
96,35,49,22,60,61
5,39,73,75,24,94
96,35,7,40,57,28
96,66,10,74,47,15
68,70,46,51,85,55
96,36,5,43,18,92
35,41,80,82,54,92
0,33,71,47,52,24
39,42,11,54,92,94
0,35,4,39,43,60
71,74,45,87,57,94
37,7,41,43,82,28
71,74,45,52,20,93
68,38,8,75,79,55
97,1,79,82,53,55
0,74,45,47,22,87
33,68,46,17,18,55
96,36,5,71,43,49
0,1,36,5,70,10
68,46,18,51,85,55
96,1,70,10,87,24
99,79,92,54,24,60
1,97,41,49,58,94
68,75,46,82,55,58
64,0,96,36,5,46
96,36,5,10,44,24
35,5,41,79,80,58
0,15,83,21,60,94
96,74,45,47,54,22
47,80,81,54,92,61
0,5,53,54,92,93
38,78,47,15,18,58
39,72,8,16,22,26
36,37,41,43,59,28
64,0,40,82,57,26
35,43,51,20,21,85
1,68,46,53,55,59
35,68,43,46,85,55
64,1,40,49,20,26
70,39,71,81,19,87
68,70,71,73,41,82
33,8,46,15,25,58
0,68,46,83,55,57
66,42,78,16,18,22
37,70,7,15,18,28
33,66,15,22,54,92
71,40,41,89,26,57
37,7,46,18,55,28
36,43,45,57,26,94
64,39,17,51,87,25
38,46,47,58,92,94
68,70,43,46,55,25
68,70,46,17,85,55
0,68,40,42,11,26
96,46,15,54,22,92
36,46,49,54,55,92
97,36,40,47,26,59
1,37,7,86,22,28
66,35,68,46,49,55
71,79,49,53,87,94
97,36,11,47,16,53
5,10,74,45,58,60
70,78,46,18,85,22
39,49,51,21,24,92
68,46,47,22,55,58
66,39,15,49,54,92
0,5,71,40,83,57
96,1,70,43,75,85
96,43,80,17,89,58
68,43,46,17,55,61
66,68,75,87,60,94
40,72,75,46,80,57
97,36,43,78,51,22
96,1,75,78,18,24
96,68,46,18,54,55
70,46,81,18,85,26
37,71,7,21,87,28
96,36,43,81,52,60
38,41,10,47,82,58
0,8,74,45,16,18
68,5,46,81,55,25
96,71,41,47,80,87
8,40,78,47,16,15
7,42,80,22,28,94
66,68,43,78,79,47
64,36,40,49,82,26
68,70,46,80,18,55
96,68,46,54,55,92
99,8,11,16,86,58
68,75,46,21,85,55
33,66,68,46,55,92
39,41,75,43,82,87
1,74,44,45,24,58
1,66,46,80,55,60
36,5,43,47,50,20
33,78,49,19,21,22
96,1,36,4,44,76
68,72,76,46,55,57
26,36,37,39,58,60
5,71,20,21,87,25
39,11,44,79,22,86
1,70,40,43,18,20
36,5,37,43,83,28
68,40,46,55,57,26
64,0,11,18,83,58
64,37,7,72,15,47
64,36,38,47,54,92
68,40,46,81,85,26
96,41,79,82,24,58
33,99,41,47,79,82
0,97,66,47,54,92
35,36,72,41,79,82
66,42,46,18,85,55
0,3,5,72,53,94
33,37,43,79,85,24
96,0,78,17,22,94
66,41,42,78,82,22
1,41,43,78,47,18
66,38,47,18,89,92
96,66,68,46,55,61
33,68,75,46,55,60
96,43,18,19,51,22
66,42,17,51,86,22
36,5,49,20,87,94
0,7,46,17,21,53
97,38,8,47,58,28
39,72,8,75,16,22
5,41,42,11,43,82
46,47,17,51,21,55
71,40,80,55,57,26
0,99,36,70,11,49
8,41,45,16,87,94
66,38,43,47,54,92
0,36,5,71,83,87
5,43,47,81,18,93
5,70,39,81,85,25
96,33,0,36,5,50
66,45,16,18,54,92
96,68,43,46,15,55
68,46,47,55,87,94
0,97,73,43,50,20
96,68,46,18,55,92
68,46,18,51,54,55
64,0,7,76,50,60
68,70,46,17,55,94
96,66,75,18,54,92
37,71,41,82,87,94
97,1,41,82,83,58
33,41,43,47,54,92
96,36,74,45,78,22
1,3,73,17,18,83
97,66,99,78,57,60
68,37,46,18,51,55
97,99,74,10,42,45
96,36,40,44,53,24
66,99,38,43,15,47
1,33,74,45,20,58
1,70,75,43,18,20
66,35,10,42,80,82
71,41,79,82,24,94
70,71,46,21,85,55
64,66,78,49,51,22
99,74,43,45,15,94
38,39,10,11,47,18
96,74,78,47,18,22
68,42,46,81,54,55
68,74,45,15,54,92
64,36,5,11,76,61
43,47,20,89,60,94
68,43,46,80,18,55
68,74,45,46,82,55
96,80,18,54,22,92
11,78,47,22,87,94
41,79,82,18,54,92
96,68,46,51,55,24
68,70,83,85,55,93
96,66,8,78,79,18
0,1,46,80,55,24
96,38,11,75,18,83
64,5,80,18,54,94
96,68,46,18,83,55
68,11,46,79,19,55
96,76,78,18,54,92
68,10,46,83,55,61
38,47,18,51,54,92
68,7,46,51,55,28
68,46,18,82,20,55
66,80,17,18,51,94
36,5,43,83,85,92
0,33,11,80,18,22
70,40,75,49,21,85
37,7,71,18,21,85
33,68,46,49,22,55
3,70,46,15,21,85
1,10,43,42,50,20
68,5,7,46,80,55
35,40,80,17,57,61
96,66,46,18,55,24
64,3,36,5,52,57
10,43,47,25,89,94
5,7,47,87,26,28
0,40,10,19,54,92
35,7,92,79,54,28
68,43,78,83,54,92
99,68,46,80,18,54
33,68,70,49,55,94
66,68,43,47,81,55
66,72,41,78,82,58
66,68,43,46,51,55
66,68,75,43,46,80
96,46,18,54,55,92
0,1,37,7,47,28
96,39,47,18,22,92
37,18,85,54,86,92
1,43,50,20,93,94
0,5,75,87,25,61
36,5,40,24,57,26
0,68,38,43,47,52
68,46,81,51,85,55
0,70,43,85,87,57
10,43,75,80,20,93
75,78,79,22,57,26
68,70,43,46,20,55
96,5,41,85,24,94
99,4,68,55,24,92
68,46,79,47,83,55
33,40,41,82,52,26
64,0,96,36,5,25
64,0,36,15,25,59
96,75,46,21,55,89
36,68,46,49,20,55
33,38,7,44,79,22
96,39,74,43,45,18
96,66,68,75,46,55
8,41,15,16,82,86
64,99,36,68,47,80
1,70,81,18,19,20
0,39,71,83,87,59
36,40,44,15,24,60
0,97,71,39,87,94
68,7,46,79,18,55
41,82,85,86,87,24
37,7,46,15,55,28
66,78,18,54,22,92
68,46,78,54,55,92
96,68,37,79,18,28
75,46,17,18,55,94
36,37,7,17,19,28
7,75,28,49,54,92
0,10,78,47,51,22
1,43,47,18,20,85
96,42,43,15,49,94
96,78,80,18,51,22
96,68,47,85,57,28
0,76,49,83,20,59
66,70,46,52,24,61
0,4,68,76,46,55
1,71,49,53,87,94
68,46,22,55,54,92
7,43,60,49,28,94
64,35,36,5,38,49
8,42,11,74,45,16
0,68,46,51,54,55
97,66,99,11,15,47
96,18,22,54,58,92
96,43,78,18,22,92
71,15,18,54,87,92
0,41,74,75,45,58
96,68,46,80,55,24
0,36,43,47,21,89
71,72,78,16,22,58
36,37,7,42,19,24
71,43,78,47,18,22
96,1,68,43,80,21
0,1,68,70,85,60
96,72,75,78,79,82
64,33,36,75,80,18
96,75,17,82,59,60
96,36,5,70,75,15
5,78,17,49,54,22
40,74,45,57,26,28
33,71,55,24,59,61
33,68,10,87,25,94
11,78,83,20,24,26
96,68,46,55,60,93
36,15,47,83,54,92
38,39,8,43,15,47
97,35,36,49,24,58
97,46,79,16,49,15
64,96,15,80,24,60
0,66,42,78,22,89
38,75,46,82,89,60
97,38,74,45,15,58
96,43,47,18,83,24
41,79,82,54,26,92
0,1,96,43,20,58
64,79,49,20,58,61
35,46,49,54,55,92
68,43,80,18,19,21
96,66,75,78,16,82
68,39,75,76,22,89
68,41,46,82,55,59
35,36,70,41,44,85
97,66,10,79,89,60
0,58,39,40,87,26
36,74,45,20,52,59
66,42,78,15,22,92
70,71,19,87,93,94
64,97,66,43,47,53
1,36,10,43,76,50
4,40,43,87,57,26
99,8,74,16,22,92
96,1,41,79,15,18
37,7,41,47,20,28
96,41,15,18,54,55
0,64,36,5,41,82
33,72,8,16,57,26
1,5,70,40,50,85
96,99,45,80,18,86
97,39,71,49,87,94
66,17,51,21,54,92
99,36,68,43,78,22
1,68,43,78,46,55
99,75,44,49,22,58
68,40,43,21,85,55
71,75,83,87,60,94
40,92,47,49,26,60
0,5,40,57,26,94
68,43,46,81,18,55
38,39,41,47,82,87
33,68,70,46,50,55
64,96,38,24,58,60
70,46,55,54,22,92
75,43,89,26,60,94
97,66,8,75,16,54
64,97,66,11,87,55
97,39,71,15,87,94
64,36,7,75,47,58
38,39,72,11,87,58
4,39,71,41,82,87
66,36,72,22,54,92
1,70,43,46,49,55
66,68,43,46,18,55
58,74,45,47,57,26
33,20,21,87,25,94
0,1,64,36,43,47
68,71,75,46,87,55
96,99,80,49,54,92
0,36,71,74,45,83
66,36,75,47,24,92
39,71,41,16,83,87
68,7,46,18,19,55
33,47,85,24,59,94
64,33,68,75,22,55
96,71,11,54,87,92
33,37,5,70,81,28
96,66,68,46,18,55
64,71,87,57,60,94
64,0,71,74,43,45
41,79,47,17,82,51
47,80,54,22,24,92
96,40,11,47,15,18
68,38,46,47,18,55
97,39,72,74,78,79
36,7,74,45,15,28
96,38,78,79,47,22
97,33,68,76,46,49
96,42,47,18,54,92
96,68,36,70,43,55
8,73,74,45,50,26
68,36,5,46,83,55
66,68,10,46,55,92
0,66,40,80,18,28
96,68,46,22,55,60
64,36,5,43,49,83
78,47,18,22,54,92
36,71,8,78,22,87
68,70,75,46,85,55
36,37,7,43,24,28
0,97,72,41,82,58
8,74,11,45,16,54
64,0,39,78,15,52
68,70,40,46,85,55
3,36,71,72,87,26
0,36,74,45,55,59
66,36,5,10,45,94
0,36,5,10,21,53
40,74,45,89,26,57
39,76,81,19,55,61
0,5,43,49,87,61
43,80,83,20,87,55
64,96,46,78,18,55
71,49,18,17,87,94
74,11,45,46,22,60
68,75,46,54,55,92
66,36,38,78,47,60
68,70,19,51,20,55
1,43,46,18,54,92
36,70,40,81,85,26
0,96,97,36,5,49
68,78,46,82,55,92
1,36,68,70,71,49
64,33,71,75,87,25
36,37,7,24,89,28
72,8,79,47,16,22
64,66,70,10,42,57
36,5,43,80,20,24
37,7,74,45,78,28
35,36,37,7,57,28
75,80,51,22,25,92
33,40,17,19,87,61
71,75,47,80,87,94
36,5,49,50,24,58
64,10,21,24,25,94
96,66,46,54,55,92
64,68,75,22,55,57
33,36,47,50,21,60
39,71,44,87,57,26
1,36,43,76,49,22
36,8,16,82,57,26
0,39,43,44,51,25
96,0,43,18,54,92
0,71,20,53,60,93
96,44,79,15,18,61
96,38,72,74,47,86
96,66,35,68,46,55
46,81,85,54,87,92
66,68,37,46,18,55
0,40,15,57,26,94
68,71,75,46,87,55
66,36,39,74,80,87
38,74,45,47,60,94
68,70,46,21,85,55
0,68,46,51,54,92
41,82,18,54,92,94
41,46,54,89,58,92
68,40,46,79,83,55
96,68,10,51,54,92
1,37,43,54,92,94
0,5,8,16,25,61
66,41,46,82,20,24
70,74,43,18,85,25
1,36,5,70,81,20
35,5,39,72,41,82
3,68,75,50,89,58
96,97,39,43,47,20
68,78,46,54,55,92
97,1,82,20,54,87
97,68,71,87,55,94
96,0,5,72,75,26
97,99,72,10,87,94
75,46,79,22,58,60
68,46,18,54,22,92
38,39,8,47,16,18
41,80,82,25,58,60
33,78,80,81,51,22
10,44,46,80,18,55
7,44,79,22,55,87
36,43,80,20,24,92
0,64,7,50,60,93
8,43,78,16,49,58
33,68,37,46,55,28
38,47,80,54,89,92
71,41,11,75,82,59
0,36,5,44,25,26
39,8,74,78,16,58
0,39,15,82,87,58
35,71,49,87,92,94
99,35,44,54,59,92
39,41,47,82,87,58
99,36,42,75,49,22
41,43,11,82,22,59
39,40,74,11,45,26
68,43,46,47,81,55
68,46,49,85,55,93
42,78,46,51,22,55
71,75,49,54,87,92
68,40,74,46,20,26
0,36,71,41,47,26
64,0,75,79,80,49
66,68,39,46,21,55
96,35,42,18,51,92
96,5,71,18,52,85
0,99,60,49,54,92
8,79,16,53,57,26
0,5,49,83,52,87
39,72,8,10,43,16
99,40,79,82,57,26
33,1,40,43,15,20
1,39,7,43,20,28
39,71,75,80,81,87
96,66,18,51,54,92
96,11,75,47,51,94
38,71,39,41,45,82
96,33,15,83,57,60
44,80,81,85,55,24
5,38,47,80,89,92
96,15,20,54,24,92
1,36,78,60,82,92
97,66,75,54,22,92
36,5,41,47,82,25
97,38,42,47,18,54
96,33,68,70,85,55
96,33,42,46,49,55
68,43,46,17,18,55
42,43,82,83,53,60
58,70,40,24,57,26
0,96,40,83,57,26
68,75,46,51,21,55
96,64,36,87,58,94
18,83,82,54,55,92
97,38,72,8,16,22
38,39,72,8,47,16
42,81,17,22,24,60
96,68,5,46,55,24
36,5,70,43,44,78
68,46,17,81,51,55
64,97,66,41,43,89
38,8,46,47,16,22
1,68,41,43,46,55
64,96,68,46,49,55
0,5,70,10,17,85
96,99,4,15,47,82
68,71,55,87,89,94
70,41,43,82,53,94
68,46,80,54,55,92
0,39,40,47,83,26
96,68,46,80,18,22
0,35,36,39,10,87
96,68,46,19,55,92
66,68,46,49,20,55
96,68,75,15,18,54
8,41,78,22,54,92
64,0,71,72,39,87
66,42,75,78,18,82
96,68,46,15,55,24
64,36,68,70,19,85
36,72,74,45,58,93
71,8,11,16,59,60
33,75,43,46,47,55
99,68,42,11,79,55
5,42,80,17,51,25
0,39,71,49,87,94
0,5,42,17,51,94
1,43,80,49,54,92
99,68,70,46,54,55
33,41,10,46,55,89
49,50,19,20,53,93
1,68,43,46,20,55
33,38,41,11,75,87
96,3,44,20,24,26
81,19,51,54,55,92
96,66,41,78,79,54
97,40,74,45,78,26
96,1,37,18,20,28
43,47,18,51,54,92
71,45,47,80,49,94
66,68,46,54,55,92
68,70,46,20,85,55
99,72,74,45,78,22
96,66,99,78,83,93
1,36,8,11,83,22
35,68,78,46,18,22
41,75,60,18,54,92
42,43,78,51,22,87
43,92,18,51,54,60
68,78,46,82,55,58
47,15,50,87,89,94
0,41,44,18,82,85
37,7,43,49,24,28
7,40,42,47,57,26
1,39,8,16,20,58
64,43,80,18,87,94
97,8,41,82,87,58
96,66,81,21,54,24
33,66,5,39,54,22
7,10,49,83,57,28
96,36,40,49,51,26
1,36,43,44,18,20
66,5,38,47,18,22
96,15,83,20,21,24
96,36,5,18,58,94
68,5,46,18,51,21
1,36,40,11,85,26
0,80,87,25,61,94
66,45,78,80,18,22
8,43,47,82,57,26
96,68,74,46,80,55
68,70,46,17,85,55
1,68,46,49,55,89
96,36,5,11,80,94
96,66,42,18,54,92
1,71,49,20,54,92
68,40,46,55,57,26
8,74,45,16,22,86
96,1,36,71,7,20
37,5,7,51,21,28
41,74,45,47,16,51
37,70,44,18,19,93
96,78,18,85,22,89
68,49,54,22,92,93
38,47,79,49,52,60
1,70,43,46,81,93
39,11,47,54,22,92
40,43,54,24,26,92
68,38,78,47,55,93
64,36,5,44,25,93
68,37,7,46,55,28
36,5,70,10,85,55
64,0,38,47,87,25
64,96,39,71,87,94
1,5,37,73,18,85
37,7,10,28,54,92
99,28,49,54,22,92
96,1,68,46,55,57
