96,1,68,36,70,43,76,85,21,55
97,68,71,8,45,78,16,55,58,94
96,1,36,75,46,80,83,24,58,60
0,1,43,46,20,55,87,58,60,93
64,0,1,36,5,70,44,15,80,20
66,38,39,75,80,49,18,87,89,92
97,39,71,47,79,22,87,89,58,94
64,66,99,68,75,46,18,22,55,92
40,43,75,47,15,87,89,26,60,57
0,97,36,5,39,79,49,24,58,94
26,38,39,41,43,47,15,86,89,58
64,1,71,49,18,20,22,54,92,94
96,68,71,75,46,49,18,85,54,92
0,39,41,74,11,79,47,49,89,58
96,66,99,68,28,47,79,22,58,92
0,96,68,43,15,49,85,54,24,92
33,68,70,46,81,49,19,51,85,55
96,33,66,1,68,46,18,21,85,54
1,68,7,45,46,18,82,51,55,24
64,36,70,41,43,45,47,82,83,86
33,71,49,18,51,20,55,87,92,94
33,68,7,43,46,47,15,53,55,58
99,39,43,78,79,18,22,89,58,92
96,68,4,75,46,18,54,55,89,92
1,68,40,43,49,18,20,55,57,26
99,36,72,41,11,79,49,82,58,59
96,1,70,71,43,11,15,49,20,24
64,97,36,58,40,43,15,20,57,26
96,35,36,43,47,80,49,83,24,60
3,4,71,43,81,18,51,17,21,55
96,66,68,75,46,18,51,54,55,92
70,71,46,80,49,51,54,55,92,94
66,68,10,75,46,49,18,54,24,92
72,8,74,10,45,78,79,16,22,57
68,70,10,17,49,19,51,54,55,92
0,97,33,36,7,49,87,24,58,60
0,96,36,5,71,74,15,83,25,60
0,36,5,10,75,74,54,22,58,92
0,36,75,43,47,15,24,57,58,93
99,39,8,78,79,16,86,87,58,94
33,36,5,68,10,46,18,51,55,24
35,68,70,46,15,49,81,85,55,24
64,1,4,37,71,15,81,20,93,94
68,38,40,75,46,47,81,18,55,57
0,97,99,5,8,78,16,49,89,58
33,68,40,75,43,46,17,18,55,94
66,68,70,46,80,81,51,21,55,24
36,40,43,75,81,18,82,21,85,24
68,70,71,80,17,19,51,85,87,94
39,72,8,74,11,45,78,22,87,94
96,66,41,43,75,47,55,22,54,24
68,37,7,46,78,18,51,21,55,28
97,66,7,75,78,79,15,54,22,58
33,66,70,43,46,80,18,85,54,55
1,68,37,7,43,46,18,20,54,92
33,68,37,7,81,17,19,51,21,28
96,64,3,40,43,85,24,57,26,28
33,68,70,46,81,18,51,17,85,55
64,33,36,37,7,46,79,15,18,28
1,75,43,46,49,83,20,55,87,60
96,66,43,80,18,51,54,55,89,92
1,4,71,39,49,82,87,57,60,94
33,66,68,37,70,40,46,18,85,26
97,36,41,43,15,49,82,54,24,92
70,71,43,47,19,20,21,85,87,94
96,37,71,40,7,43,47,18,57,28
64,33,70,74,43,46,17,85,53,55
68,7,75,47,80,49,54,87,57,26
66,35,68,70,46,18,85,54,55,92
97,38,44,46,15,16,47,22,55,61
0,64,36,70,46,18,19,20,85,55
64,36,38,39,71,74,45,47,49,87
35,37,7,71,81,49,19,25,28,94
96,66,38,75,79,54,22,89,92,57
0,64,3,36,5,71,44,81,49,24
0,1,36,71,15,49,18,50,58,60
33,70,71,43,49,82,20,87,93,94
36,70,43,80,18,50,21,85,55,24
64,97,66,99,39,78,15,83,54,26
96,36,5,37,40,81,50,52,25,28
96,37,38,70,75,43,46,15,18,28
68,43,46,47,80,81,18,20,85,55
0,97,36,39,71,74,45,15,58,60
64,97,8,47,49,83,87,58,92,94
96,8,72,74,78,16,82,22,57,58
96,97,66,38,10,78,79,54,22,92
0,96,36,38,72,74,45,78,79,16
64,1,35,36,41,74,15,49,24,60
36,71,49,20,53,87,24,58,59,94
64,36,5,72,8,74,45,49,83,22
39,72,41,74,11,43,45,82,58,94
96,33,68,43,46,47,80,18,85,55
97,66,42,45,47,16,49,51,22,92
75,46,81,17,51,19,49,21,87,24
33,37,5,7,40,10,50,51,52,57
0,5,70,75,43,81,82,57,60,61
36,41,78,47,80,82,83,22,89,58
96,41,75,46,80,49,20,54,55,92
5,70,43,46,81,18,17,21,85,55
96,66,38,39,10,75,80,49,87,89
36,38,72,11,78,47,49,26,60,94
33,5,70,40,43,82,85,21,24,57
1,99,36,4,75,43,47,80,49,58
96,66,99,68,49,18,20,54,55,22
33,1,68,70,73,46,18,20,55,89
64,58,36,11,79,49,83,22,57,26
0,1,36,5,49,51,19,20,53,25
97,99,15,79,47,54,22,24,89,60
0,11,44,78,55,24,89,58,60,61
0,1,36,5,41,43,15,17,50,24
36,72,41,11,47,49,82,22,57,94
96,0,5,71,81,50,17,82,85,21
0,64,66,68,75,47,49,54,22,92
1,68,38,46,47,17,18,49,85,55
66,68,70,7,46,81,17,18,85,55
0,35,71,11,45,47,49,83,87,94
97,26,11,43,45,15,47,83,22,58
68,37,71,40,75,46,19,87,28,94
0,64,36,5,50,20,52,24,25,60
96,64,71,74,78,83,53,22,58,60
33,68,4,41,46,81,51,20,85,55
68,41,11,47,82,83,54,22,89,60
96,66,68,75,46,18,54,55,92,94
96,68,5,41,46,82,18,20,54,60
33,37,7,71,40,43,47,20,87,94
33,37,39,7,8,74,45,78,16,57
7,41,43,11,80,83,87,57,26,60
33,3,40,15,49,19,57,26,59,93
97,39,8,72,74,43,45,47,16,58
97,38,39,72,8,78,47,16,82,58
96,97,1,75,46,83,54,24,26,92
0,36,41,74,76,45,83,20,87,94
1,66,68,5,70,76,80,49,85,55
66,10,75,78,47,79,18,54,89,92
68,70,40,43,80,81,17,21,85,93
66,38,41,74,75,45,46,78,47,22
0,71,39,45,47,49,83,87,24,94
68,71,75,46,49,81,51,55,87,94
96,1,41,43,47,82,20,85,24,60
36,40,17,52,85,21,55,20,57,26
0,1,64,36,41,75,47,82,85,21
33,68,40,46,15,18,19,85,21,55
0,33,1,5,71,81,50,20,53,60
33,1,7,41,43,44,80,21,24,94
0,1,68,71,11,47,21,87,24,94
0,33,97,64,36,37,41,47,82,58
96,66,10,75,79,18,54,22,89,92
96,38,40,43,47,79,18,51,26,92
0,97,39,72,74,45,49,82,87,94
64,1,36,5,70,10,43,47,20,24
97,37,38,39,74,43,75,45,83,58
96,66,68,46,18,51,54,55,89,92
0,38,71,43,76,47,82,24,60,94
64,97,36,4,75,11,47,79,82,58
64,1,68,79,80,49,18,54,55,24
0,96,36,42,76,47,49,18,83,60
0,97,36,68,8,74,11,46,16,55
36,5,70,43,47,17,50,51,20,21
33,66,68,37,7,43,75,46,80,55
68,70,71,75,46,85,21,55,93,94
33,35,37,7,40,46,82,85,57,28
70,40,47,80,81,17,51,18,19,55
96,1,68,82,18,20,55,24,89,60
64,1,36,5,38,43,47,49,20,59
0,97,4,37,39,7,11,16,28,94
36,5,70,7,46,20,85,21,55,28
68,70,41,75,46,80,82,51,21,55
68,38,41,46,47,18,82,55,28,94
97,99,4,41,74,43,15,47,79,28
96,5,10,75,47,82,54,22,26,92
58,38,72,78,47,80,22,54,57,26
0,64,36,71,40,73,15,50,85,21
36,70,73,15,81,82,20,52,21,60
64,66,36,73,15,50,83,52,24,60
96,33,64,1,68,75,15,17,18,20
0,33,36,37,43,76,45,60,24,28
0,1,36,5,70,10,76,80,49,55
64,1,40,41,43,28,82,24,60,93
66,35,68,43,49,55,54,22,24,92
96,0,68,75,43,46,47,18,20,60
64,97,58,72,11,78,47,22,57,26
96,37,7,40,73,17,19,55,57,28
64,40,43,46,47,49,18,55,57,26
36,72,78,15,79,16,82,52,57,26
96,37,7,43,46,47,17,85,55,28
96,1,11,43,75,80,18,54,24,60
4,38,72,75,78,47,83,53,89,58
1,36,5,68,41,75,46,80,24,60
1,70,71,17,81,19,21,87,61,94
96,89,58,40,41,75,43,55,57,26
64,68,71,43,46,81,18,20,54,92
33,70,40,81,18,19,20,85,21,61
33,68,36,70,43,11,75,47,18,94
68,46,80,17,18,51,81,86,55,92
0,72,74,45,79,15,83,87,57,93
33,68,37,46,81,19,20,85,55,28
96,35,68,41,46,18,54,55,57,92
64,0,41,79,49,83,86,89,58,94
0,97,1,33,71,43,47,83,87,26
96,1,68,36,70,46,47,20,24,57
66,68,36,43,49,20,54,55,24,60
96,66,68,46,79,18,51,54,24,92
64,33,0,68,71,75,18,20,24,89
1,36,37,7,46,15,83,55,24,28
0,35,36,58,5,43,49,57,26,60
0,33,36,5,39,72,74,45,87,57
0,35,36,68,49,22,54,57,26,92
99,4,39,41,74,43,15,49,54,92
35,36,5,70,44,15,49,82,83,60
96,66,40,18,54,22,89,26,92,57
96,36,5,68,40,10,85,55,57,26
0,97,1,96,36,5,11,54,59,92
64,0,68,10,44,49,55,24,93,94
33,1,5,40,43,15,80,24,57,60
96,38,10,75,43,47,79,80,18,92
99,68,4,46,47,81,18,19,20,55
68,41,75,46,79,60,20,24,58,92
0,1,36,68,44,20,85,21,24,60
96,33,36,41,43,44,46,80,18,21
0,1,96,36,80,49,20,53,54,24
64,71,40,74,82,83,89,26,94,57
37,70,40,46,49,18,55,26,28,94
96,33,66,75,43,80,18,51,22,92
96,68,73,46,18,19,51,85,55,28
0,66,5,43,80,49,81,51,50,21
64,0,97,36,75,79,47,15,83,58
64,66,37,7,41,15,18,57,26,60
33,35,68,43,46,47,54,55,24,92
99,39,8,41,74,11,78,79,82,58
64,38,72,15,47,79,22,55,89,58
66,68,38,39,41,75,78,15,79,22
96,10,43,75,80,18,51,54,22,89
39,72,71,74,8,45,47,16,79,15
64,1,35,70,39,71,49,85,87,94
37,7,40,43,81,17,19,49,85,28
39,71,11,79,16,49,54,22,92,94
64,97,66,68,41,74,47,54,22,92
0,97,66,36,10,11,75,78,47,22
33,3,5,37,7,43,19,52,21,28
35,68,7,46,49,20,85,54,55,92
0,36,37,7,43,47,82,83,24,60
0,1,96,68,4,41,15,18,83,24
0,64,96,33,36,50,83,24,57,26
35,70,40,46,18,85,54,55,21,92
35,68,70,46,80,18,51,22,55,92
68,10,46,49,18,51,85,54,55,92
71,46,81,18,17,19,21,85,53,94
96,66,38,74,75,80,83,54,57,26
99,8,72,74,45,78,79,16,22,89
97,39,72,8,45,78,82,18,89,58
4,38,71,74,75,43,45,47,58,94
0,36,71,40,10,43,80,50,57,26
35,4,37,7,47,49,82,87,28,94
0,96,66,36,4,38,15,79,18,20
0,5,41,49,82,83,50,24,25,94
0,97,36,41,73,43,47,82,58,94
0,36,5,38,76,22,55,89,58,59
33,37,70,7,43,46,24,57,26,28
66,36,41,11,49,82,55,89,92,94
66,68,46,80,81,18,51,19,21,55
0,97,36,5,8,73,10,79,22,26
68,37,7,46,81,18,51,17,20,55
97,66,39,8,72,74,11,45,78,16
35,4,70,81,17,49,83,21,19,60
68,71,11,46,81,49,51,87,92,94
96,66,68,37,46,81,18,51,54,55
96,64,36,40,43,46,80,18,85,55
99,38,39,41,11,82,87,89,58,57
33,99,44,46,81,17,51,19,21,50
97,36,37,41,74,15,82,83,58,60
97,38,41,74,45,78,47,79,82,89
96,66,68,70,74,43,46,81,18,55
64,1,4,41,43,17,82,83,53,94
97,36,39,73,10,76,15,83,20,58
0,64,36,71,74,20,87,25,60,94
33,36,7,73,10,43,17,51,19,21
64,0,66,36,10,43,47,54,58,60
64,33,71,41,75,79,82,20,57,60
96,33,66,38,10,43,47,80,18,22
96,68,40,46,81,17,19,51,55,92
64,37,7,41,43,15,80,47,82,58
37,7,43,47,17,81,51,19,18,28
36,5,70,68,81,17,19,50,85,51
64,1,4,40,41,43,47,82,20,57
72,8,74,43,11,45,47,79,83,26
96,66,10,75,43,78,47,18,54,92
36,4,43,46,79,80,20,85,55,24
66,39,72,8,74,45,78,15,22,57
64,0,39,41,43,11,47,83,58,94
33,1,68,36,70,40,10,83,24,57
71,39,43,80,49,17,51,19,87,89
0,4,5,43,20,21,85,55,26,60
99,70,41,46,82,20,21,55,24,92
66,68,46,17,18,51,19,21,54,55
68,70,46,80,81,17,49,87,55,94
66,68,36,46,17,51,85,54,55,92
0,71,41,43,15,49,82,83,87,24
36,5,68,46,49,83,21,55,25,60
1,66,68,36,5,40,49,20,55,57
0,1,36,5,71,49,52,24,25,60
0,68,5,7,15,80,52,21,85,28
0,33,68,80,49,54,87,22,92,94
96,66,5,70,46,47,80,17,18,55
96,66,38,75,43,47,18,22,54,92
96,97,66,36,38,41,78,47,22,92
64,0,66,40,75,43,46,83,57,26
66,35,36,5,72,15,49,83,22,24
38,8,41,74,11,45,78,16,18,82
64,46,80,49,51,54,55,24,22,92
96,66,11,78,46,55,54,22,92,94
64,97,36,40,78,49,83,57,26,28
68,70,10,46,80,81,18,51,49,85
0,36,71,43,15,47,83,52,24,57
96,35,36,5,46,80,49,54,26,92
96,68,7,43,46,81,18,19,55,28
36,37,7,41,81,17,51,19,59,28
96,1,66,68,70,46,18,85,22,55
66,68,39,8,74,11,78,15,16,22
97,66,68,11,45,54,55,57,26,92
3,36,5,70,46,17,81,19,50,21
36,38,72,41,74,47,15,82,58,60
64,66,35,36,75,82,22,54,58,92
96,38,39,71,43,18,87,89,92,94
96,66,37,7,75,80,18,51,54,92
96,66,99,79,80,18,22,54,89,92
66,68,78,46,15,81,18,85,55,24
96,1,64,70,43,75,46,47,18,20
96,64,68,36,41,17,18,82,53,55
97,66,41,74,11,78,16,82,83,22
96,66,68,70,75,46,18,85,21,55
96,64,68,41,11,46,78,79,55,92
99,68,70,46,51,20,85,55,24,89
1,68,43,46,47,80,18,54,55,60
97,35,71,15,49,82,83,20,21,25
97,99,39,72,75,15,49,83,54,92
68,36,41,43,46,47,80,85,55,24
0,1,37,71,18,52,87,24,25,94
36,5,70,37,10,46,81,20,85,89
0,26,36,43,49,83,54,58,92,94
64,97,36,5,10,76,20,24,57,60
64,66,99,68,38,15,47,18,24,57
96,36,71,74,43,45,46,47,82,60
0,71,40,49,20,25,87,57,26,94
36,5,70,37,44,81,20,85,52,25
0,66,36,5,71,45,79,50,24,60
37,70,7,75,81,17,19,21,87,28
96,66,35,68,43,80,54,55,24,92
64,96,33,58,74,45,83,26,28,94
97,39,72,8,74,41,45,47,49,94
36,5,71,74,49,93,22,87,57,61
0,97,36,5,10,49,24,89,60,94
97,66,99,72,41,11,45,15,82,89
66,43,78,49,83,20,55,54,22,92
64,0,4,41,79,82,18,20,55,60
0,96,36,37,7,60,80,49,24,28
64,97,35,60,47,15,82,55,58,28
68,42,75,46,17,18,21,54,55,24
66,36,68,75,78,80,49,82,55,24
0,35,71,41,43,15,49,26,60,94
96,66,68,7,28,46,54,55,22,92
96,1,68,46,49,81,18,21,55,24
64,33,1,68,43,47,18,20,87,55
64,0,36,40,49,57,26,60,61,94
39,72,41,11,79,15,47,82,58,92
37,43,60,47,49,18,83,54,87,28
96,97,66,38,71,15,47,18,57,26
89,71,40,42,75,15,47,57,26,60
66,68,10,75,11,43,18,54,22,92
0,7,10,44,83,24,89,58,60,61
0,5,70,71,43,17,20,21,85,55
41,10,43,75,79,80,47,49,82,89
96,36,71,49,50,52,85,87,24,60
96,66,68,40,75,46,18,54,55,92
64,37,7,41,43,47,82,83,60,94
1,70,40,46,18,19,20,85,51,55
97,4,71,39,79,16,86,87,58,94
96,0,71,10,75,47,80,83,58,94
96,66,40,43,75,46,54,55,57,92
96,36,41,75,43,46,79,15,47,54
3,36,71,39,73,10,15,82,20,60
96,66,68,71,7,46,18,21,85,55
64,97,40,41,45,15,82,57,26,28
66,74,43,75,45,47,53,55,26,94
64,96,97,36,78,79,15,82,83,58
64,99,68,11,44,15,79,24,58,60
64,97,36,43,82,83,87,24,89,60
96,33,66,68,70,75,46,80,18,55
96,0,36,43,80,49,83,20,54,92
33,36,5,68,10,81,19,51,21,85
66,68,5,40,80,49,18,85,22,92
99,26,38,8,78,47,22,57,58,92
96,66,68,46,80,17,18,51,22,55
97,66,75,78,18,55,54,22,87,92
33,68,37,41,10,43,81,17,54,55
36,38,49,83,61,54,22,58,92,93
7,46,80,81,17,18,51,19,55,28
68,72,78,46,16,54,22,89,26,92
96,33,66,10,80,18,51,82,86,89
96,66,70,40,80,17,18,51,81,28
96,66,75,78,46,47,79,18,55,92
0,97,36,5,47,50,83,20,58,59
66,68,5,7,46,80,17,51,85,55
64,0,36,39,71,43,83,20,87,60
96,33,68,75,46,80,18,21,85,55
5,70,73,15,17,49,19,51,81,21
64,97,0,36,4,41,11,82,83,58
1,97,35,7,47,82,83,85,24,60
0,38,39,8,74,11,10,49,87,94
64,97,8,72,11,46,79,16,83,89
33,36,5,70,10,43,17,18,51,28
75,43,11,46,47,79,49,54,55,92
33,97,35,36,41,45,49,82,87,58
33,1,68,71,10,75,46,18,55,94
1,66,37,38,7,41,49,54,57,26
0,97,64,36,5,39,11,52,87,94
89,97,58,37,7,79,87,57,26,28
37,43,80,81,18,51,19,21,25,28
5,70,40,81,17,19,85,24,57,28
64,68,43,46,47,49,83,54,55,92
66,68,43,46,47,49,18,54,55,22
64,36,71,75,80,49,87,24,58,60
96,1,68,70,71,46,80,18,55,26
96,68,70,43,46,80,81,51,57,92
1,68,71,75,46,80,17,18,85,54
68,28,46,80,18,54,55,22,89,92
96,99,7,11,15,47,82,18,55,24
4,38,39,11,78,80,49,83,87,94
96,68,36,10,78,79,83,57,58,60
64,97,33,36,71,8,53,87,58,94
96,1,0,36,5,46,85,55,24,60
33,71,40,46,15,81,18,82,85,26
96,68,37,7,60,49,82,22,87,28
0,64,36,39,71,10,43,49,24,94
35,40,80,81,17,19,51,85,57,28
96,36,58,38,10,45,15,47,83,26
68,5,70,81,17,51,85,55,24,28
96,97,1,36,10,76,55,24,57,60
96,35,38,71,47,80,82,18,54,60
64,0,33,1,40,43,47,52,57,26
66,71,39,43,11,60,49,54,87,92
64,66,99,4,43,47,82,22,26,60
96,71,75,43,45,20,52,87,24,57
64,36,5,68,10,28,81,55,24,60
64,0,3,36,5,70,44,45,76,24
96,99,38,8,75,78,79,22,55,89
97,36,37,38,71,47,15,83,53,24
66,72,41,74,8,45,78,47,22,57
33,68,36,70,46,81,18,19,85,55
35,5,70,73,81,49,51,17,85,25
0,1,64,36,5,70,43,80,49,20
66,68,43,17,49,51,19,85,22,55
96,68,46,80,18,83,20,87,55,24
64,66,99,75,43,79,49,58,60,94
68,43,46,18,20,85,54,55,58,92
96,97,26,68,46,78,49,54,58,92
0,64,35,70,41,49,82,50,85,94
64,1,36,5,37,7,10,60,24,28
64,97,36,79,18,83,53,55,24,60
0,64,97,3,36,5,71,15,52,20
97,36,72,41,74,45,78,47,82,22
1,36,5,10,80,81,21,85,28,94
33,66,68,70,46,18,20,55,24,92
66,38,74,43,46,78,47,22,58,92
39,72,8,74,45,47,16,82,22,26
0,64,36,7,41,43,60,49,53,28
64,33,1,36,40,41,43,75,57,26
96,1,68,70,43,18,51,20,85,21
33,1,68,70,10,81,17,19,21,55
1,99,43,46,15,47,18,85,22,55
0,64,1,75,43,47,49,83,20,26
0,1,70,71,40,81,19,51,85,87
35,68,70,41,46,81,82,21,85,55
0,97,71,11,75,45,15,82,83,58
96,1,68,40,46,18,83,21,55,24
96,1,66,40,43,75,18,54,55,92
1,68,70,7,43,15,18,21,55,28
96,33,66,64,68,15,49,54,22,92
58,75,45,79,49,82,22,89,26,57
36,5,70,7,75,43,46,18,24,28
0,97,38,71,72,74,43,57,60,94
68,5,80,17,49,19,51,20,21,87
64,68,71,11,46,47,87,58,60,94
68,37,38,43,46,47,15,80,55,24
96,66,75,46,17,18,19,51,85,86
0,1,36,68,40,11,43,24,57,26
96,97,41,15,82,83,55,54,22,92
0,64,66,36,68,15,49,83,54,92
0,64,97,36,39,40,47,15,57,26
64,1,37,7,43,18,86,55,28,94
1,66,35,46,49,18,20,54,22,92
97,66,38,11,75,79,82,54,87,94
97,36,7,74,47,16,82,58,60,93
97,99,7,8,39,74,45,87,58,28
33,68,37,70,7,40,81,18,20,28
1,5,37,70,40,81,18,85,87,93
66,75,11,46,47,22,55,54,58,92
96,10,75,49,18,51,54,22,89,92
0,36,5,71,50,83,57,26,60,25
33,70,71,40,73,43,75,20,85,26
38,41,10,43,47,80,49,79,54,58
33,68,40,43,46,17,82,51,21,55
99,68,7,71,75,60,92,87,28,94
97,66,36,72,11,75,78,80,22,57
64,3,36,37,7,43,47,15,26,28
96,75,46,79,92,78,22,55,54,60
96,33,68,70,46,80,81,18,54,55
68,40,46,18,21,85,55,24,57,26
96,33,68,37,70,71,46,18,21,87
1,36,43,76,81,83,85,24,25,60
38,72,75,78,47,82,22,89,58,92
97,39,8,74,75,45,78,16,82,58
70,46,81,17,51,19,21,85,55,93
64,71,41,43,47,49,82,53,87,94
97,26,8,40,74,45,15,47,57,58
35,71,41,11,47,49,82,85,59,28
66,35,68,11,78,79,47,46,58,92
64,36,40,43,47,49,82,83,57,26
35,68,70,43,46,17,18,51,55,24
96,66,68,46,18,85,54,55,89,92
97,99,39,8,11,16,49,22,86,92
41,43,75,47,81,18,85,86,55,21
33,66,68,75,46,15,18,85,54,55
36,72,8,10,43,78,47,15,82,83
36,4,41,11,45,49,53,57,58,59
64,66,36,37,38,7,80,58,28,94
0,36,5,43,47,49,51,20,53,25
33,35,71,43,81,17,19,49,21,94
64,1,0,36,76,47,79,49,24,60
66,68,36,8,78,79,16,46,22,55
26,36,37,39,43,60,47,57,58,28
36,5,70,71,20,85,21,87,25,94
36,39,8,72,74,78,16,54,22,92
64,1,96,36,70,40,43,18,26,60
33,36,5,37,70,44,18,85,21,60
96,66,68,40,10,18,54,55,26,92
64,0,99,11,75,18,24,89,58,94
64,38,7,72,74,11,45,15,47,82
64,99,38,75,47,80,49,83,57,92
68,40,46,17,81,51,18,85,55,26
5,41,75,79,80,47,82,83,24,58
33,99,39,41,43,47,49,82,87,94
0,97,64,36,41,42,47,82,22,92
97,35,36,39,72,41,8,79,49,82
66,68,73,46,18,51,20,85,55,26
0,36,5,39,44,15,79,83,53,24
33,37,38,43,79,47,20,85,24,60
64,99,37,72,47,49,57,58,28,94
33,38,40,10,43,47,49,54,57,26
1,5,38,41,43,75,76,47,79,18
96,66,38,75,78,47,80,18,89,92
33,1,68,70,46,81,18,51,17,19
96,66,35,68,43,75,46,47,18,55
68,70,10,43,46,17,18,51,19,28
4,38,39,41,11,47,82,86,58,94
36,5,68,46,81,50,19,85,87,55
0,1,35,36,5,70,81,17,21,85
97,38,75,11,79,92,22,89,58,28
66,38,8,72,45,78,79,86,22,92
0,64,35,5,41,10,11,49,82,60
99,75,11,46,49,81,51,19,21,92
33,40,43,75,47,80,18,87,26,60
0,36,5,15,49,20,24,25,59,60
36,38,8,72,45,78,79,16,22,58
66,68,70,38,43,46,47,18,54,55
0,3,36,5,71,76,50,83,87,93
68,5,70,43,46,47,81,18,21,93
35,36,70,41,49,17,82,52,21,85
0,64,96,36,5,50,20,24,58,60
96,66,68,46,15,79,18,55,26,92
96,64,68,43,46,15,20,55,24,58
71,41,75,92,80,82,54,55,57,60
0,64,3,36,5,71,73,24,25,60
96,1,68,41,74,46,18,54,55,92
96,1,33,36,5,40,81,19,21,55
0,64,36,5,76,15,83,52,20,94
96,68,70,75,46,17,85,22,55,89
33,66,68,40,43,18,21,55,57,26
64,97,71,41,49,82,87,58,28,94
97,1,36,41,43,15,47,82,58,60
0,33,64,1,36,37,40,49,57,26
