36,58,40,43,15,57,26
96,36,47,49,83,24,60
3,43,81,18,51,21,55
96,66,68,18,51,54,92
71,46,51,54,55,92,94
66,68,10,75,18,54,92
72,8,74,10,45,78,22
10,17,19,51,54,55,92
0,97,33,36,49,24,60
0,96,36,5,71,83,25
0,36,5,75,54,22,92
0,36,75,43,47,24,58
99,39,8,78,16,87,94
33,36,5,68,10,51,55
68,46,15,49,85,55,24
64,1,37,71,20,93,94
68,40,46,47,81,18,55
97,99,8,78,16,89,58
33,40,75,43,17,18,55
68,70,46,80,81,21,55
36,40,43,18,82,21,85
68,70,71,17,19,51,94
39,72,8,78,22,87,94
96,66,43,75,55,22,54
68,37,7,46,78,18,28
97,66,75,78,79,54,22
66,70,43,46,18,54,55
68,7,43,46,18,54,92
68,37,81,19,51,21,28
96,3,40,43,24,26,28
33,68,46,81,18,51,17
64,33,36,37,79,15,18
1,75,49,83,20,87,60
43,80,18,51,54,55,92
1,4,71,39,49,87,94
33,66,68,70,40,18,26
36,41,43,15,49,82,92
70,71,43,19,20,21,94
96,37,71,40,43,57,28
64,33,74,43,17,85,55
68,7,80,49,54,57,26
35,68,46,18,54,55,92
97,38,46,15,16,22,55
0,70,46,18,19,85,55
64,36,39,71,45,47,87
35,7,81,49,19,28,94
96,66,79,54,22,89,92
0,3,36,5,71,81,24
0,36,15,49,18,58,60
71,43,49,82,20,87,94
70,43,80,18,21,85,24
64,97,66,99,39,15,83
96,36,5,40,81,50,25
96,38,75,43,46,15,18
43,46,47,81,18,20,55
0,97,39,45,15,58,60
97,8,83,87,58,92,94
8,72,74,78,16,22,58
96,66,10,78,79,54,22
0,72,74,45,78,79,16
64,35,36,15,49,24,60
71,49,20,87,24,58,94
36,5,74,45,49,83,22
39,72,41,74,45,82,58
96,33,43,46,47,18,55
97,66,47,49,51,22,92
46,81,17,51,19,49,21
33,37,7,40,10,51,52
0,70,75,82,57,60,61
41,78,47,80,82,89,58
96,75,80,49,20,55,92
70,43,81,18,17,21,55
96,39,10,75,80,49,89
36,72,11,78,47,49,26
5,70,40,43,85,21,57
1,99,36,75,43,47,80
96,66,99,68,54,55,22
33,1,68,70,46,55,89
64,58,11,49,22,57,26
1,36,5,49,51,19,20
97,15,79,54,22,89,60
0,11,44,24,89,58,60
0,36,5,43,15,17,24
72,41,11,49,82,22,57
96,5,71,81,50,85,21
66,68,75,49,54,22,92
1,68,46,47,18,85,55
66,68,46,81,17,85,55
0,35,71,47,49,87,94
97,26,45,15,47,22,58
68,40,75,46,87,28,94
0,64,36,5,20,24,60
96,64,74,78,83,58,60
33,68,46,51,20,85,55
68,41,82,83,54,89,60
96,66,68,54,55,92,94
96,68,5,41,46,82,60
37,7,71,43,47,87,94
37,39,7,74,45,78,16
7,41,43,83,57,26,60
33,40,15,49,19,57,26
39,8,74,43,45,47,58
97,39,72,8,78,47,16
96,75,46,83,54,26,92
36,41,74,45,83,20,94
1,68,70,80,49,85,55
66,10,75,47,18,54,89
68,70,40,43,80,21,85
66,38,74,45,46,78,22
0,71,39,47,49,83,87
71,75,46,49,51,87,94
96,41,43,47,20,85,60
36,17,52,85,21,55,26
0,1,36,41,75,47,85
33,68,40,46,15,19,55
33,1,71,81,20,53,60
33,1,7,43,21,24,94
1,68,71,21,87,24,94
0,33,97,36,41,47,58
66,75,79,18,54,22,92
96,38,40,43,47,79,18
97,39,45,49,82,87,94
64,36,5,10,43,47,24
97,38,74,43,45,83,58
96,66,68,46,51,54,55
0,38,43,47,82,60,94
97,36,75,47,79,82,58
1,68,80,49,18,55,24
0,36,47,49,18,83,60
0,97,36,68,11,46,16
36,5,70,43,17,51,21
68,37,7,43,46,80,55
68,70,71,75,46,85,94
37,7,40,82,85,57,28
70,40,47,81,17,51,18
96,1,82,18,20,24,60
1,5,38,43,47,49,20
97,4,39,11,16,28,94
5,7,46,20,85,55,28
41,75,46,80,82,21,55
68,38,41,46,47,55,28
97,99,4,43,15,47,28
5,10,75,47,54,22,92
58,38,78,47,80,57,26
0,71,73,15,50,85,21
36,70,15,81,20,52,21
36,73,15,50,83,52,24
96,33,64,68,15,18,20
0,33,37,43,76,24,28
0,36,5,70,80,49,55
64,41,43,28,82,24,60
35,49,55,54,22,24,92
96,0,68,75,43,47,20
97,58,11,78,47,57,26
37,7,40,17,19,57,28
64,40,49,18,55,57,26
72,78,15,79,82,57,26
96,37,43,47,85,55,28
96,1,11,43,80,18,60
72,75,78,47,83,89,58
36,5,41,75,46,24,60
70,71,17,19,21,87,94
40,41,75,43,55,57,26
68,43,46,81,18,20,54
33,70,81,18,19,20,85
68,36,70,43,11,47,18
68,46,80,17,18,51,55
0,72,74,45,79,15,87
33,68,37,19,85,55,28
96,35,68,41,46,18,54
64,0,79,83,86,89,58
0,97,1,71,43,47,26
1,68,36,70,46,24,57
66,68,49,20,54,55,24
96,66,68,46,18,54,92
64,33,71,75,18,20,24
36,46,15,83,55,24,28
0,36,58,43,49,57,26
0,33,36,5,72,74,45
35,36,49,22,54,57,26
99,74,43,15,49,54,92
35,36,5,70,49,83,60
66,40,18,54,89,26,57
96,36,5,68,85,57,26
0,97,1,36,11,54,59
64,10,49,55,24,93,94
33,1,5,40,43,15,24
96,38,75,43,47,79,18
68,4,46,47,81,19,55
68,41,75,79,20,24,92
0,1,36,68,85,24,60
96,33,36,41,43,46,18
0,1,36,80,49,54,24
64,71,40,82,89,26,94
37,40,46,49,18,55,26
96,75,80,18,51,22,92
96,46,18,19,51,55,28
0,66,5,43,80,49,81
64,0,75,79,47,83,58
64,37,15,18,57,26,60
33,35,68,47,54,24,92
8,41,74,11,79,82,58
64,38,15,47,79,89,58
66,68,38,75,78,15,22
96,43,80,18,51,54,89
39,72,74,45,47,16,79
64,1,35,39,71,49,87
37,7,40,81,17,19,49
39,11,79,49,54,22,92
66,41,74,47,54,22,92
97,66,36,10,11,75,22
33,5,37,7,19,52,28
35,68,46,49,54,55,92
0,36,7,43,47,83,60
0,1,68,4,41,18,24
0,64,96,33,83,24,26
35,70,18,85,54,55,21
70,46,80,18,22,55,92
68,46,49,18,51,54,92
71,46,81,18,17,19,21
96,66,38,75,80,54,57
8,74,45,78,79,16,22
39,72,8,45,78,89,58
4,71,75,43,45,47,94
0,36,40,10,43,57,26
35,4,37,7,47,82,28
0,66,36,38,15,18,20
0,5,41,49,83,24,94
0,36,41,43,47,82,58
0,36,76,22,55,89,58
37,70,7,43,24,26,28
36,41,11,49,82,92,94
66,68,46,80,18,51,55
0,97,36,73,79,22,26
68,37,7,81,18,51,17
39,8,74,11,45,78,16
35,70,81,17,49,21,60
68,71,46,81,49,87,94
96,66,68,37,46,54,55
96,40,43,46,18,85,55
39,41,11,82,87,89,57
33,46,81,17,51,19,21
97,36,37,41,74,82,58
38,45,78,47,79,82,89
66,68,43,46,81,18,55
1,4,41,43,82,83,53
97,36,39,73,10,83,58
0,36,71,20,87,25,94
33,36,7,73,43,17,21
66,10,43,47,54,58,60
71,41,75,79,82,57,60
96,66,10,43,47,80,18
40,46,81,17,19,51,92
37,41,43,15,80,47,58
37,7,43,47,17,51,28
36,5,70,81,17,19,85
64,4,41,43,47,20,57
74,43,45,47,79,83,26
96,66,10,75,47,54,92
36,43,79,80,20,85,24
39,72,8,45,78,15,22
64,0,43,47,83,58,94
33,1,68,70,10,24,57
71,43,80,49,51,19,87
0,4,43,20,21,55,60
70,41,46,82,20,21,55
68,46,17,18,51,21,55
46,81,17,49,87,55,94
68,36,46,17,51,85,55
0,41,43,15,49,82,83
36,5,68,46,83,21,55
66,68,40,49,20,55,57
0,36,5,49,24,25,60
0,68,15,80,52,21,85
0,68,80,49,54,87,94
66,70,46,47,80,18,55
66,38,75,43,47,22,92
66,36,38,41,78,47,92
64,0,40,75,43,46,57
35,36,5,72,15,49,22
38,41,74,11,45,18,82
64,46,49,51,54,55,92
96,11,78,55,54,22,92
97,36,40,78,83,57,26
68,70,46,80,18,51,85
0,36,43,15,47,83,57
96,35,36,46,54,26,92
96,7,43,46,18,55,28
37,7,41,81,17,51,28
1,68,70,46,18,85,55
66,39,8,11,78,16,22
66,68,11,45,57,26,92
36,5,70,17,81,19,21
72,41,74,47,15,82,58
64,35,82,22,54,58,92
38,39,71,87,89,92,94
66,7,75,80,51,54,92
66,99,80,18,22,89,92
66,68,78,46,15,18,85
96,1,43,75,46,47,18
96,68,36,41,18,82,55
66,41,74,11,78,82,22
96,66,46,18,85,21,55
96,41,11,46,78,79,92
68,46,51,85,55,24,89
1,68,43,46,80,18,54
35,15,49,82,83,21,25
97,99,72,15,49,54,92
68,43,46,47,80,85,55
0,1,37,71,87,25,94
36,70,46,81,20,85,89
0,36,43,49,83,58,92
64,36,5,10,20,57,60
64,99,68,15,18,24,57
96,71,74,43,46,47,60
71,40,49,20,87,26,94
5,70,37,81,20,85,52
0,66,36,71,45,79,60
37,7,75,81,21,87,28
35,68,43,80,54,55,92
64,74,45,83,26,28,94
97,39,72,74,45,47,49
36,5,71,49,22,87,57
0,97,36,5,49,60,94
97,66,72,41,11,82,89
66,78,49,83,54,22,92
64,0,4,41,79,82,60
0,36,60,80,49,24,28
64,35,47,15,82,55,28
68,75,46,18,54,55,24
66,36,68,78,80,49,55
0,35,71,43,15,49,26
96,66,7,46,54,55,92
96,46,49,81,21,55,24
33,1,43,47,18,20,55
36,40,49,57,26,60,94
39,41,11,79,82,58,92
43,47,18,83,54,87,28
66,38,71,15,47,18,57
71,75,15,47,57,26,60
66,68,10,75,11,54,92
0,7,10,44,83,58,60
0,5,71,43,20,21,55
41,43,75,79,80,47,89
96,71,49,50,87,24,60
96,66,68,46,18,55,92
37,7,41,47,82,83,94
70,46,18,19,20,85,55
71,39,16,86,87,58,94
96,0,71,75,47,83,58
96,66,40,43,75,54,55
96,36,41,75,46,79,15
3,36,71,39,73,15,82
66,71,7,46,18,21,85
64,97,45,15,57,26,28
66,74,43,75,55,26,94
64,96,97,36,79,15,58
64,99,68,11,24,58,60
64,43,82,83,24,89,60
96,66,68,70,46,18,55
96,0,36,80,49,83,54
33,36,5,10,19,51,21
68,5,40,80,49,18,22
99,38,8,78,47,22,92
96,66,68,46,17,51,55
66,75,78,18,54,22,92
37,41,10,43,81,17,54
36,49,83,54,22,92,93
7,46,80,81,17,18,55
78,46,16,54,22,89,92
96,33,66,80,18,51,86
66,40,80,17,18,51,81
96,75,78,46,47,18,55
0,36,5,47,50,83,59
66,5,7,46,80,17,51
64,0,36,39,71,43,87
33,68,46,80,18,21,55
5,70,17,49,19,51,81
64,97,36,41,82,83,58
1,35,7,47,83,24,60
39,74,11,10,49,87,94
97,8,72,46,79,16,89
33,36,5,10,43,17,51
75,43,47,79,49,54,92
33,35,45,49,82,87,58
71,10,75,46,18,55,94
1,37,7,41,49,54,57
0,97,64,36,5,39,94
89,58,79,87,57,26,28
37,80,18,51,21,25,28
5,70,40,85,24,57,28
43,46,47,83,54,55,92
66,43,47,49,18,54,55
64,36,71,75,49,87,60
96,1,68,70,46,18,55
68,43,46,80,81,51,92
68,46,80,17,18,85,54
68,46,54,55,22,89,92
96,7,15,47,82,55,24
38,39,11,80,83,87,94
96,68,36,78,79,83,57
64,97,33,71,8,87,94
96,1,36,5,85,55,24
71,40,46,15,81,85,26
68,37,7,49,82,22,87
0,36,39,71,43,49,94
40,80,81,19,85,57,28
36,58,38,10,15,83,26
68,5,70,81,17,51,85
96,97,1,36,24,57,60
96,38,71,47,80,82,54
64,0,33,1,40,43,47
66,71,60,49,54,87,92
66,4,43,47,22,26,60
71,75,45,20,87,24,57
64,36,5,68,28,55,60
64,36,5,70,44,45,24
38,8,75,78,79,22,55
97,36,38,71,47,83,53
72,41,74,45,78,47,22
33,68,36,46,81,85,55
35,5,70,81,49,51,25
0,1,36,5,80,49,20
66,68,43,17,51,19,55
96,68,46,80,18,55,24
64,99,75,43,79,49,58
43,46,18,20,54,55,92
68,46,78,49,54,58,92
0,35,70,41,49,82,94
64,36,5,7,60,24,28
64,36,79,83,55,24,60
0,3,36,5,71,15,52
97,72,74,45,47,82,22
1,10,80,81,21,85,94
33,68,46,18,20,24,92
66,74,43,46,22,58,92
72,8,74,45,16,82,22
0,64,36,7,43,49,28
33,1,36,40,41,43,26
96,1,68,43,18,51,20
33,1,70,81,17,21,55
43,46,15,18,85,22,55
0,64,75,43,47,83,20
70,71,40,81,19,85,87
35,68,70,81,82,21,85
0,97,11,75,15,82,58
96,1,68,18,83,21,24
96,40,43,75,18,54,92
1,68,70,7,15,18,28
96,33,68,15,54,22,92
58,75,49,82,89,26,57
36,7,75,46,18,24,28
0,97,38,71,72,57,94
5,80,17,49,19,51,87
64,68,71,11,47,87,94
68,37,38,43,46,47,55
96,66,75,17,18,19,86
0,1,36,40,11,24,26
96,41,82,83,54,22,92
0,36,68,15,49,54,92
0,64,97,39,47,57,26
64,37,7,43,18,28,94
35,46,49,18,54,22,92
97,66,38,11,79,82,87
97,7,74,47,16,58,93
7,8,74,45,87,58,28
68,70,7,40,81,18,28
5,37,40,81,18,85,87
66,75,22,55,54,58,92
96,10,75,49,54,89,92
36,5,71,83,57,26,60
70,71,40,43,75,20,85
10,43,47,80,49,54,58
33,43,46,17,51,21,55
7,71,75,60,87,28,94
97,66,36,11,80,22,57
3,37,7,43,47,15,28
75,46,79,92,22,55,60
96,68,70,46,81,18,55
46,18,21,85,55,24,26
33,68,37,70,46,18,21
1,36,76,81,85,24,25
75,47,82,22,89,58,92
39,74,75,45,78,16,58
70,46,81,17,51,21,55
64,71,41,43,47,87,94
97,8,74,45,15,57,58
35,41,47,49,82,85,28
66,78,79,47,46,58,92
64,36,40,43,47,49,57
35,68,43,46,17,18,55
66,68,46,54,55,89,92
97,99,39,8,16,22,86
43,47,81,18,85,86,55
33,66,68,46,15,18,55
36,72,10,43,78,47,82
36,11,49,53,57,58,59
64,66,36,38,7,58,28
0,36,5,43,49,20,25
33,81,17,19,49,21,94
64,36,76,47,49,24,60
68,8,78,79,16,22,55
26,37,39,60,57,58,28
70,71,20,85,21,87,25
8,72,78,16,54,22,92
64,1,36,70,40,43,26
36,5,37,18,85,21,60
96,66,40,18,54,26,92
64,0,99,11,18,24,94
38,7,72,11,15,47,82
99,38,47,80,49,83,92
40,46,17,81,51,85,55
41,79,80,47,83,24,58
33,39,41,43,47,49,82
0,97,64,41,47,82,22
35,36,39,72,41,49,82
66,68,46,18,51,85,55
36,5,39,15,79,83,24
33,37,38,43,79,47,24
64,37,47,57,58,28,94
33,43,47,49,54,57,26
5,38,41,43,75,47,18
96,66,38,75,47,18,89
33,68,70,81,18,51,17
96,66,35,68,43,46,47
68,70,46,17,18,51,19
41,11,47,82,86,58,94
36,5,68,46,50,85,55
0,36,5,70,81,21,85
97,38,75,79,92,22,28
66,38,8,72,78,86,22
0,64,35,41,49,82,60
46,49,81,51,19,21,92
33,40,43,47,80,87,26
0,36,5,15,49,24,25
38,8,72,45,78,16,22
66,68,43,46,47,18,55
0,36,5,71,50,83,87
5,70,43,46,47,81,18
35,36,70,41,49,21,85
0,64,36,50,20,24,60
96,66,68,46,15,18,55
96,64,43,46,15,20,55
71,41,75,80,54,55,60
0,64,36,5,73,24,60
96,68,41,46,18,55,92
96,1,36,40,19,21,55
0,36,5,76,15,52,20
68,70,75,46,17,55,89
66,68,40,18,55,57,26
64,97,71,41,82,28,94
97,1,36,43,15,47,60
0,33,64,36,40,49,57
36,72,41,74,45,78,79
40,43,47,18,21,57,26
96,97,99,75,78,22,58
36,5,68,81,18,19,55
97,99,38,10,11,45,47
36,5,47,15,82,83,24
38,39,74,43,45,47,86
97,41,10,45,47,82,26
96,0,1,43,15,47,60
35,68,46,51,54,55,92
0,36,71,10,79,24,60
0,18,21,85,55,87,94
33,37,7,18,51,21,28
39,71,43,45,15,58,94
39,75,43,11,47,79,89
39,74,43,45,78,15,22
35,43,80,49,81,82,21
66,68,46,79,54,22,92
66,8,11,78,16,83,22
38,71,43,47,87,89,94
68,43,46,80,17,18,55
74,11,45,47,82,89,28
68,75,49,18,85,54,92
39,8,11,78,16,87,94
8,72,41,78,16,82,58
96,68,81,18,17,21,93
36,74,45,46,47,60,93
97,39,11,75,15,18,87
66,99,41,47,82,60,94
96,66,75,78,79,54,89
66,78,54,22,89,58,92
64,68,41,46,18,82,54
96,68,46,81,18,21,55
96,36,43,47,15,57,26
96,37,5,7,46,83,28
38,75,43,47,18,54,92
35,68,46,81,19,51,55
40,41,46,81,18,17,55
66,7,43,79,80,89,28
64,0,36,46,49,20,54
33,11,46,49,82,54,92
64,68,10,46,47,55,60
71,17,21,85,87,28,94
68,46,17,18,54,55,92
33,36,68,46,20,21,85
68,5,70,81,18,51,21
5,37,46,60,80,55,28
40,46,17,18,85,55,57
96,1,0,46,80,24,60
0,64,36,15,50,52,57
1,66,47,49,18,54,92
97,7,10,45,47,26,28
0,35,70,71,40,49,85
66,11,78,55,54,22,92
66,68,75,20,54,22,92
64,1,99,68,46,18,54
33,35,70,17,49,81,21
33,43,75,47,18,55,94
66,8,72,78,16,22,58
70,10,43,80,17,51,21
66,43,75,46,47,80,18
96,70,46,60,18,55,92
96,0,37,46,47,20,89
5,39,72,10,78,47,22
96,66,68,43,18,55,92
35,36,5,41,81,20,85
66,10,49,54,22,89,92
0,41,43,49,82,57,26
66,38,40,20,26,60,94
68,46,81,18,51,21,55
1,40,43,18,20,57,59
64,0,36,68,5,80,24
72,79,82,54,22,57,26
1,5,70,46,49,20,55
0,1,49,20,85,24,94
66,4,43,18,55,24,92
96,66,99,11,78,54,22
96,33,40,46,82,21,85
64,1,5,43,49,82,58
64,36,5,11,43,83,53
70,40,43,81,18,21,89
0,36,41,80,82,83,60
0,66,36,41,79,82,58
39,8,72,74,45,79,86
96,66,75,78,18,55,92
39,8,72,41,16,82,87
36,11,47,49,83,58,60
68,81,17,18,51,21,55
0,39,71,43,47,87,94
36,40,18,24,57,58,60
97,99,71,79,87,58,94
96,97,68,78,47,22,26
96,68,46,18,82,86,55
68,7,40,10,46,15,17
66,68,75,78,54,22,92
66,43,18,54,55,22,92
96,97,68,79,18,22,55
68,75,46,17,18,51,55
37,70,7,40,43,26,28
7,10,46,18,54,55,92
1,36,5,49,85,87,94
1,43,47,18,20,85,55
37,7,71,43,15,47,49
97,72,74,45,49,58,94
37,43,47,55,57,28,94
0,33,1,68,15,49,20
68,70,7,18,20,21,55
68,40,46,18,19,85,55
1,68,46,15,55,87,89
66,68,46,51,54,22,92
37,43,47,49,87,58,28
0,64,35,5,47,49,83
8,41,72,74,16,82,22
68,46,17,18,51,19,55
97,99,72,47,82,22,58
0,41,49,83,54,24,58
33,66,35,60,79,22,92
33,71,43,15,49,87,94
41,74,75,46,15,24,60
68,46,17,51,19,85,55
1,68,71,43,20,55,24
71,72,16,49,22,58,94
64,68,37,36,71,20,24
33,68,71,46,49,18,87
96,68,71,11,43,87,94
0,36,70,80,49,85,60
97,38,39,79,47,22,58
68,10,75,80,18,22,55
66,41,80,49,54,55,92
0,1,36,5,10,49,60
36,5,70,15,17,19,51
71,40,74,47,87,57,26
1,99,36,41,47,82,59
33,10,43,15,20,25,94
0,26,38,43,79,47,58
68,71,41,82,18,20,87
36,38,15,18,83,54,92
39,74,43,45,78,47,15
97,11,49,83,57,26,60
0,64,36,68,8,15,83
0,60,15,49,54,87,92
66,41,43,78,54,22,89
66,43,75,80,18,22,55
72,8,75,45,78,15,47
0,36,41,43,49,82,24
0,36,41,15,47,82,22
0,43,46,20,55,26,94
64,97,39,71,45,83,94
35,15,49,55,22,54,92
68,5,43,17,19,21,60
96,66,46,18,22,55,58
0,99,11,75,80,49,82
99,68,41,46,82,55,58
36,5,40,81,19,85,21
96,66,10,18,22,55,24
0,71,11,75,49,51,60
96,1,49,83,20,26,60
37,40,43,15,82,57,26
70,17,51,21,87,89,94
66,99,41,78,47,89,58
96,36,5,10,76,46,60
72,8,74,15,47,22,26
97,36,5,37,8,72,16
71,41,15,82,20,85,24
96,7,75,43,47,80,28
68,46,49,19,54,55,28
0,64,36,5,41,47,60
33,97,8,72,45,16,26
5,43,46,49,85,54,92
68,38,43,75,47,86,58
97,71,39,11,22,87,94
66,68,75,80,18,54,92
96,97,72,11,43,47,58
96,66,68,75,43,46,55
0,36,5,38,72,47,58
33,7,40,43,46,80,18
0,71,39,49,87,58,94
0,97,99,49,57,26,60
0,36,38,15,83,26,60
66,68,70,46,81,18,55
97,38,43,79,80,47,89
70,46,17,18,51,21,85
64,0,97,5,79,58,60
1,35,43,46,20,54,92
64,4,75,43,47,58,60
97,37,75,16,55,54,22
64,97,66,75,11,49,54
0,97,71,15,87,58,94
0,64,36,43,47,83,58
0,39,72,45,16,58,94
71,39,8,74,45,16,26
0,66,5,72,41,47,22
70,41,75,46,49,18,55
96,1,66,68,43,78,18
58,74,45,47,82,22,26
33,5,49,17,21,25,94
0,36,74,45,47,83,58
46,49,18,54,55,87,92
68,46,49,18,54,55,92
36,68,45,46,49,20,55
36,68,49,83,55,58,92
39,71,41,79,87,57,94
68,5,46,18,19,51,85
70,43,46,82,55,87,94
64,68,75,15,83,22,24
64,36,71,11,87,60,94
36,37,5,81,51,21,28
66,68,43,46,17,85,55
64,1,71,87,57,60,94
64,40,43,47,83,57,26
37,7,41,18,82,54,55
35,68,41,47,54,22,92
40,41,15,18,22,57,60
96,68,38,75,46,18,55
97,39,8,72,78,79,58
37,74,10,45,47,15,28
96,38,75,78,47,79,22
33,68,75,46,15,49,92
35,49,81,19,51,54,92
96,68,5,40,73,21,57
64,33,37,7,71,74,45
64,68,36,76,46,20,55
96,66,43,47,80,18,55
96,40,81,51,55,57,28
66,68,46,18,55,24,26
71,40,74,43,15,83,26
96,33,43,47,18,83,20
58,71,79,22,57,26,94
33,70,75,18,51,85,55
0,1,37,7,47,24,28
0,97,36,41,24,58,60
39,8,72,78,16,87,94
96,64,36,38,15,83,26
68,7,46,18,19,85,55
0,36,71,45,15,16,83
0,64,26,36,38,83,58
64,97,66,3,36,5,58
1,36,5,70,73,43,21
41,74,45,79,89,26,57
3,5,70,40,81,52,26
39,72,43,15,49,82,58
33,1,36,80,83,20,55
96,68,75,78,47,22,55
71,81,17,19,49,55,94
0,97,36,5,10,11,20
7,43,75,28,54,55,92
38,78,79,47,82,57,26
81,17,51,19,21,87,94
33,43,75,18,54,22,92
68,36,70,5,51,55,24
35,36,11,43,15,49,58
96,68,75,78,22,58,92
1,36,68,70,15,80,49
64,33,71,75,49,89,26
99,36,37,43,47,83,28
37,7,72,45,47,82,22
64,89,41,74,45,57,94
40,43,15,47,20,57,26
37,7,74,45,78,89,28
35,36,37,7,81,21,28
96,10,11,78,54,22,89
70,75,43,47,81,19,55
1,99,71,83,58,60,94
0,64,36,5,49,58,60
0,70,81,21,87,25,28
96,66,75,80,54,22,92
66,75,43,46,49,18,24
36,5,47,50,21,24,60
33,36,79,55,57,60,94
64,97,66,41,79,49,58
97,8,74,45,16,26,94
66,40,75,43,17,51,19
36,49,18,55,54,22,92
0,10,11,49,18,24,58
96,66,38,39,75,89,94
66,11,75,45,79,16,86
66,35,68,46,54,55,92
37,46,49,81,85,54,92
70,43,46,81,51,85,55
0,97,36,74,15,57,26
33,68,71,46,18,85,55
0,97,72,11,79,49,57
0,97,38,74,45,47,60
66,68,75,46,80,18,55
35,68,81,17,51,54,92
58,11,54,22,57,26,92
97,15,47,82,22,89,58
64,1,5,76,83,20,55
35,70,10,46,18,51,54
68,43,46,85,54,55,92
0,35,4,49,83,87,58
1,66,68,79,18,82,55
68,70,41,43,47,17,26
0,36,5,71,81,20,85
0,39,41,47,82,58,94
64,1,4,43,18,83,85
96,38,71,39,43,47,94
96,68,46,78,18,54,55
99,68,47,79,83,20,58
97,68,71,11,16,83,94
