4,5,10,17,18,21,35,42,49,53,73,81,82,85,87,89,92,93,94,96
22,39,41,46,47,49,53,55,66,68,75,78,79,83,86,89,94,96,97,99
5,8,11,15,18,38,39,40,41,45,46,54,55,58,60,68,74,76,80,92
18,38,39,43,46,47,49,52,66,71,73,74,75,76,80,87,89,94,96,97
0,5,10,11,25,38,41,42,43,47,49,53,54,58,70,73,89,92,93,96
1,4,10,18,21,22,46,49,55,59,64,68,70,78,79,85,89,93,96,97
5,7,15,18,26,35,36,46,49,53,57,58,64,72,73,76,83,93,96,97
1,16,18,20,25,40,41,46,53,55,59,60,61,68,74,82,83,93,96,97
5,10,17,18,19,21,24,33,36,44,46,50,54,55,59,64,68,80,85,96
0,1,4,5,36,39,42,44,46,50,53,58,61,70,73,75,81,87,93,94
5,10,24,35,36,41,45,46,54,55,61,68,71,74,75,79,80,82,89,92
4,10,15,20,25,41,42,46,49,51,55,58,60,64,68,72,80,82,93,97
8,18,20,21,22,26,38,45,46,47,54,74,75,78,79,85,89,92,94,96
10,17,18,19,40,43,49,50,54,55,57,64,68,70,80,81,85,89,93,96
0,17,19,20,25,26,28,33,37,50,53,59,61,70,71,81,85,87,93,94
1,18,20,41,43,44,49,50,53,59,60,66,71,73,80,82,83,93,94,96
0,5,8,16,20,24,25,33,36,39,44,58,61,66,72,75,83,86,87,94
1,10,11,15,35,36,41,49,50,54,55,60,64,66,68,70,75,80,92,99
5,18,21,25,36,44,46,51,54,55,66,68,70,71,76,80,81,85,87,92
10,11,15,18,21,35,38,41,43,46,47,51,53,55,64,68,82,85,93,96
15,22,25,38,41,46,47,49,53,54,57,58,64,66,68,78,89,92,93,96
10,15,19,21,25,44,49,50,51,53,59,64,68,70,73,81,83,85,89,93
4,10,11,15,18,25,26,35,40,49,53,54,55,57,60,64,68,89,93,94
3,10,11,17,20,21,24,25,40,43,47,50,52,54,68,70,80,81,85,92
0,5,15,22,26,38,39,41,58,59,61,66,71,72,73,78,79,86,87,97
3,5,15,18,21,25,26,33,40,41,49,51,52,55,57,58,68,83,85,96
3,7,18,19,24,25,37,39,40,49,52,53,54,55,59,61,64,75,80,81
4,11,18,26,35,41,42,43,46,47,52,54,55,57,64,73,81,82,96,99
0,7,10,18,20,24,37,38,41,43,46,47,50,52,55,68,80,82,96,97
3,11,22,26,33,39,49,50,52,59,60,64,66,75,78,85,87,89,94,99
0,3,5,17,18,21,35,41,51,52,53,58,59,60,76,81,83,85,92,96
1,3,5,11,16,20,26,36,41,47,52,59,72,76,79,86,89,94,97,99
1,15,18,19,38,41,42,43,44,46,47,49,55,58,68,73,80,82,83,94
0,5,8,11,16,36,39,41,43,44,57,60,64,68,71,82,86,87,93,99
1,3,5,20,26,36,39,43,44,46,49,50,53,55,59,68,70,71,83,96
7,17,19,21,24,25,28,36,37,39,43,44,46,47,51,55,61,71,81,85
16,18,20,25,46,49,50,52,54,58,59,64,70,72,75,79,89,92,96,97
8,10,41,44,49,50,52,53,55,58,59,60,61,64,83,86,87,93,94,97
1,5,15,17,18,25,38,41,46,49,51,54,55,64,68,75,85,89,96,99
4,10,21,22,24,25,41,45,50,51,54,57,58,64,71,78,79,82,89,92
0,3,5,11,21,36,38,39,42,47,49,51,52,73,75,79,82,83,85,99
1,4,18,20,21,24,25,36,38,40,46,51,55,58,68,72,75,85,89,96
1,3,11,22,36,38,39,47,49,54,55,58,59,64,66,75,83,89,92,99
0,5,15,18,20,24,25,41,42,49,51,54,58,61,71,73,82,83,92,96
0,1,10,11,21,24,41,43,47,54,55,68,71,75,82,87,92,94,97,99
5,10,18,24,28,38,41,43,46,47,54,55,68,73,75,82,86,89,96,99
0,1,7,21,22,24,25,28,33,35,36,37,43,44,47,49,61,64,81,85
1,5,10,11,15,17,19,20,21,25,46,49,51,55,57,68,80,81,85,89
3,8,16,22,38,39,44,47,55,58,66,71,72,78,79,86,87,94,97,99
1,11,18,20,21,25,40,46,51,54,55,64,68,70,73,75,81,85,89,96
0,1,7,10,21,28,37,40,43,46,47,49,50,51,55,64,68,70,85,96
1,3,17,18,20,36,42,46,54,57,58,60,66,75,76,80,89,92,96,99
1,17,18,19,21,22,33,46,51,54,55,66,68,70,76,80,81,85,92,96
1,5,11,18,38,41,43,44,46,47,49,50,58,64,73,80,82,83,89,96
0,15,18,22,33,38,39,42,46,50,55,59,61,66,68,71,78,79,80,89
5,10,21,28,35,40,43,51,53,55,57,68,80,81,83,85,87,89,93,94
1,4,5,8,16,20,22,26,33,55,57,68,76,78,79,80,83,89,93,97
1,10,18,24,33,37,43,44,46,47,50,55,57,59,61,68,70,76,85,89
1,4,5,10,18,20,21,36,43,44,46,47,51,54,55,60,68,80,85,96
7,10,17,18,19,20,21,24,26,28,37,40,55,57,75,76,80,81,93,96
0,15,17,18,21,24,25,35,43,46,49,50,52,53,64,76,83,85,93,96
0,4,11,15,18,20,22,25,33,38,46,53,55,59,60,61,66,79,93,96
0,10,11,18,26,39,40,43,46,47,50,55,57,59,68,70,75,89,96,99
11,17,18,21,22,38,43,46,47,51,54,55,66,68,78,79,80,85,92,96
4,21,24,26,40,46,51,53,55,57,60,64,68,70,73,75,83,85,89,93
15,18,26,39,40,41,46,49,54,55,57,64,66,68,82,83,87,92,93,94
1,5,10,15,19,22,24,36,40,43,44,49,54,66,73,78,80,82,89,97
0,4,17,18,37,38,41,42,45,46,58,66,68,75,79,82,89,92,93,96
1,3,10,24,25,38,41,43,47,49,50,52,54,76,79,80,83,92,94,96
0,1,7,17,19,26,28,33,36,37,39,49,52,71,80,81,83,85,87,93
10,11,15,18,20,21,24,26,40,46,47,54,55,57,68,75,85,89,96,99
1,4,17,18,19,20,21,39,42,46,54,55,68,71,73,81,85,87,93,96
0,1,5,18,24,36,38,41,43,46,47,49,52,55,60,75,76,79,86,97
1,3,4,11,15,25,42,45,50,52,53,58,59,61,70,72,74,93,97,99
0,3,4,5,15,21,36,43,44,49,50,51,52,53,60,64,80,85,93,94
4,11,20,21,25,42,51,53,55,57,59,60,61,64,68,70,76,81,85,93
20,22,24,25,38,43,44,47,49,58,71,72,75,78,79,87,89,92,94,97
11,15,20,25,26,28,36,40,41,44,49,57,60,61,64,82,87,92,94,96
0,1,3,20,22,25,36,43,44,49,52,58,61,66,75,78,79,85,86,99
1,4,5,7,18,36,44,46,51,54,60,64,68,81,82,85,89,92,93,96
10,18,20,21,25,37,41,46,47,49,51,54,55,64,68,70,85,89,93,96
0,5,11,20,38,42,47,53,54,55,59,60,66,75,76,79,92,93,96,99
10,11,18,20,22,24,25,39,43,46,47,54,55,64,68,71,75,87,96,99
4,11,20,37,38,39,41,44,49,50,53,58,59,64,71,79,83,87,89,93
3,5,11,24,36,38,39,41,42,52,53,58,59,60,64,73,75,76,83,99
0,1,3,4,10,17,20,24,25,49,52,53,55,60,64,75,83,89,93,97
10,11,17,18,26,35,40,41,43,47,49,50,53,55,57,68,70,83,93,99
7,21,28,35,37,39,40,49,51,54,57,58,60,64,71,83,85,87,92,99
0,5,15,17,20,21,25,36,38,41,43,44,46,47,49,57,80,83,85,97
3,10,11,18,38,41,46,52,54,58,64,68,71,76,83,87,92,94,96,99
10,15,18,19,20,21,25,46,49,50,55,60,64,68,70,73,80,81,85,96
10,15,17,18,22,25,35,46,53,54,55,64,66,68,73,78,80,89,92,96
1,11,15,18,20,25,28,33,36,46,49,53,59,60,61,66,80,83,96,99
10,18,25,38,40,46,47,50,51,53,54,55,59,60,61,64,68,70,94,96
0,8,11,16,18,38,43,46,47,53,55,58,60,61,68,75,79,89,96,99
0,1,5,11,18,22,36,46,49,52,54,55,64,68,73,75,80,92,96,99
0,10,11,19,24,38,39,41,43,44,49,50,55,58,71,80,81,87,89,94
10,15,18,20,21,24,36,38,40,44,46,47,51,54,55,64,68,70,85,96
10,18,22,38,39,43,46,47,49,54,55,64,66,68,71,78,79,87,94,96
15,17,20,21,22,25,35,38,39,41,64,66,71,73,78,79,80,82,85,99
11,18,20,26,35,36,46,51,54,55,58,66,68,75,78,80,83,92,96,99
10,11,15,42,43,46,47,53,54,57,60,66,75,78,80,89,92,93,94,96
0,5,15,18,21,22,24,25,35,46,49,51,58,73,78,79,83,85,94,96
10,11,15,25,26,38,39,40,41,43,47,50,57,58,64,72,75,89,94,99
10,18,33,39,41,43,44,47,49,50,52,54,58,68,70,82,83,86,92,96
1,10,17,18,21,35,38,46,47,51,54,55,68,70,75,81,85,89,92,93
3,10,11,17,21,35,40,42,46,49,50,51,52,53,58,73,81,83,85,89
4,7,10,11,18,22,24,39,46,49,54,55,64,68,78,79,92,93,96,99
1,5,10,17,20,24,25,38,42,43,47,49,50,52,55,57,71,73,83,87
0,3,5,7,10,17,19,20,25,28,36,37,46,51,55,68,70,73,81,85
15,17,19,20,25,26,53,54,61,66,75,76,80,81,83,89,92,93,94,99
4,7,10,18,20,24,28,33,41,45,46,54,55,68,74,75,82,92,93,96
1,3,5,10,18,25,36,43,44,47,52,61,64,75,76,80,83,89,96,99
11,18,33,39,44,46,49,53,59,60,64,66,68,71,78,80,83,87,93,99
8,19,33,37,38,42,45,46,53,54,55,59,61,68,73,75,89,93,94,97
10,11,22,38,39,41,50,51,52,53,58,72,75,78,83,89,92,93,96,99
0,5,18,20,22,46,53,54,55,66,68,71,75,79,82,87,89,92,96,99
1,10,18,21,26,38,40,41,43,46,47,49,51,54,55,57,68,85,89,96
0,3,11,15,35,41,49,52,53,59,61,64,76,78,79,83,93,94,96,99
0,10,11,18,19,20,21,42,43,47,49,53,54,60,73,75,81,85,96,99
4,10,15,16,19,22,24,26,33,39,40,46,53,57,60,64,79,81,93,96
10,15,17,21,24,38,41,42,47,49,51,54,55,68,73,80,82,83,85,96
1,3,4,17,19,21,35,43,51,52,53,55,60,61,64,68,71,76,81,93
10,11,18,22,41,46,49,50,53,54,55,58,68,71,75,80,92,93,96,99
10,11,18,21,38,46,47,51,53,54,55,64,66,68,80,85,87,92,94,96
17,18,21,35,42,46,49,54,55,66,68,73,75,82,83,85,89,92,96,99
0,8,15,16,18,22,26,41,45,49,55,57,72,78,79,82,86,89,96,97
0,10,17,19,21,33,40,42,46,49,51,54,55,59,68,70,80,81,85,89
4,5,7,15,26,28,35,36,37,39,44,53,57,60,64,73,89,93,97,99
0,5,15,18,20,21,24,25,36,45,49,51,58,61,64,66,71,76,87,96
5,10,11,15,22,25,38,42,46,47,49,54,64,68,73,75,78,92,97,99
4,10,11,15,18,24,25,26,35,38,39,47,49,53,57,60,64,71,89,93
8,11,16,18,21,25,35,41,46,47,49,51,53,72,82,85,86,93,96,97
1,5,10,17,18,21,33,35,43,46,50,51,52,55,68,76,80,85,94,96
1,3,4,7,17,35,42,45,46,51,54,55,60,64,68,74,81,83,85,93
0,1,5,7,15,24,25,28,36,37,39,41,49,57,60,61,64,83,93,94
4,10,11,18,19,21,38,40,46,47,54,55,57,68,70,73,81,85,96,99
0,11,20,22,25,36,38,43,44,45,47,49,58,61,64,75,78,83,87,99
5,15,17,18,19,35,41,46,51,55,58,64,68,73,75,82,89,94,96,99
0,3,5,11,21,46,50,51,52,53,55,59,61,66,68,73,80,85,92,94
3,7,19,28,33,35,37,41,42,50,52,55,58,59,60,68,70,76,80,82
7,10,21,43,46,50,51,53,55,57,59,60,68,70,71,79,80,87,93,94
1,5,15,20,25,38,43,44,46,47,49,50,58,61,71,72,74,76,80,94
3,5,18,26,47,49,51,52,54,55,57,64,68,75,76,80,89,92,96,99
5,7,11,18,21,22,28,37,38,46,51,55,66,68,75,78,79,85,89,99
1,3,5,11,17,18,35,41,46,49,50,54,55,68,80,86,92,94,96,99
10,18,19,21,25,35,38,40,43,46,47,50,51,55,61,68,70,80,81,85
4,10,11,15,17,18,19,20,21,38,46,47,49,51,54,55,68,85,89,96
3,7,11,15,17,18,19,21,25,33,46,47,49,64,68,73,80,81,89,96
4,5,7,21,26,28,37,38,40,43,46,47,51,55,57,58,71,80,85,87
1,10,17,18,19,20,21,25,33,46,50,54,55,59,61,68,76,81,94,96
0,18,20,24,38,40,46,47,49,55,58,64,66,68,73,79,83,89,96,97
10,15,18,25,35,39,41,46,49,55,58,64,68,71,75,83,87,89,94,96
1,17,18,19,21,38,41,42,47,51,54,58,68,73,81,82,83,85,92,96
1,3,15,25,26,37,38,39,46,49,52,57,58,60,61,64,71,83,87,89
7,10,18,21,26,33,40,42,46,50,54,55,57,68,70,73,85,89,93,96
0,1,5,10,11,15,25,36,41,49,51,53,54,75,82,89,93,96,97,99
1,3,17,19,20,21,25,33,38,43,47,49,52,61,64,73,80,81,85,96
0,1,3,10,18,39,40,43,50,52,55,59,66,68,70,75,82,87,94,96
4,17,21,35,38,43,46,47,50,51,53,54,68,70,75,80,81,85,89,93
7,18,22,36,39,44,46,50,54,55,66,68,70,71,78,79,87,89,96,97
4,7,15,21,24,26,28,35,36,37,46,51,54,55,61,64,68,75,85,92
1,4,22,24,36,38,44,45,47,50,54,55,64,68,74,75,78,81,89,97
10,17,20,21,35,36,44,46,50,51,53,55,60,68,70,75,76,81,85,96
0,5,25,36,38,39,44,45,49,53,55,58,61,64,68,71,74,87,93,94
7,10,15,18,19,21,28,35,37,41,51,55,68,70,73,81,85,87,94,96
11,18,22,24,35,38,50,51,53,54,55,68,75,78,83,89,92,94,96,99
3,5,10,19,21,24,25,39,50,52,53,55,59,61,71,73,76,81,85,87
1,4,5,10,20,25,33,37,39,42,49,52,60,61,64,71,82,83,87,93
11,15,17,18,25,33,35,41,47,49,64,71,76,80,82,87,92,94,96,99
0,4,18,20,25,42,43,44,47,50,53,55,60,61,64,68,70,93,94,96
8,21,22,26,38,39,40,41,47,49,54,57,58,64,66,78,79,83,92,96
1,5,15,18,19,21,35,42,46,51,54,60,64,66,68,73,80,81,85,96
4,7,10,18,22,24,28,37,38,40,43,46,47,55,57,58,72,76,92,96
1,10,18,19,21,25,43,46,47,49,51,53,55,64,68,80,81,85,93,96
0,1,3,15,20,21,36,43,49,50,52,59,60,64,70,71,79,85,87,97
5,10,21,22,36,38,41,42,49,51,58,64,66,73,75,82,85,87,92,97
0,8,11,16,18,22,24,28,33,36,45,46,53,59,66,68,74,78,92,94
5,15,16,18,22,26,41,46,49,51,54,55,66,72,78,79,82,89,92,96
5,8,16,22,24,36,37,41,44,45,49,64,72,74,75,82,83,86,89,97
0,1,5,10,15,24,33,35,36,42,43,49,53,55,60,64,71,73,76,97
0,5,7,11,24,36,42,49,50,53,57,59,60,64,71,82,83,87,94,97
5,11,20,25,36,39,43,44,45,49,51,54,59,61,64,71,74,87,92,94
8,10,11,16,37,38,41,43,45,46,47,58,72,74,82,87,89,94,97,99
15,18,21,35,43,46,47,49,51,55,64,68,73,75,80,81,85,89,93,96
10,11,15,21,38,46,47,49,50,51,54,55,68,75,83,85,89,92,97,99
0,11,18,19,21,26,40,46,49,50,51,59,66,68,80,81,87,92,96,99
1,7,10,15,17,19,21,26,28,38,39,43,47,51,66,71,81,85,89,96
0,5,15,18,20,24,25,36,46,49,53,55,60,61,64,68,87,93,94,96
11,15,18,22,38,41,45,47,49,54,55,58,66,68,72,75,78,79,89,92
0,4,10,11,18,24,36,38,46,47,54,55,59,72,74,75,92,96,97,99
0,4,11,17,28,35,37,42,50,53,59,61,70,75,76,82,85,93,96,99
1,10,11,18,20,24,25,26,46,49,55,57,58,59,64,75,81,89,96,99
11,15,26,38,41,43,47,49,52,53,55,58,64,66,72,83,93,96,97,99
10,18,20,24,25,26,38,40,41,43,46,47,55,57,59,60,61,68,82,96
0,5,10,11,15,38,41,43,46,47,49,53,58,60,64,75,80,89,93,99
5,10,11,15,18,22,25,38,46,47,50,54,55,66,68,75,78,89,96,99
11,20,25,39,43,46,47,50,53,58,59,60,61,71,72,76,87,89,94,97
5,7,11,17,26,35,36,40,44,49,50,53,58,70,75,80,93,94,97,99
0,5,15,17,19,21,25,33,36,39,44,50,51,70,73,80,81,85,87,94
0,10,11,18,22,25,38,41,43,44,47,54,59,61,78,83,86,87,92,99
3,10,21,25,26,43,44,51,53,57,60,61,66,68,83,85,87,92,94,97
0,5,10,15,17,35,40,41,42,43,50,53,59,64,70,73,76,80,83,93
0,1,3,5,10,18,36,41,43,44,50,52,54,55,68,70,76,87,92,94
0,15,18,21,25,38,39,43,46,47,55,58,60,64,68,71,85,87,93,96
0,1,5,7,11,18,36,41,43,46,52,55,64,68,73,82,89,93,97,99
10,11,17,18,19,20,21,24,25,38,42,43,46,47,49,51,55,68,85,96
4,7,17,18,19,28,33,35,37,40,42,43,44,46,47,49,64,75,89,96
0,5,21,25,35,43,47,49,50,51,53,71,73,74,82,83,85,87,89,94
10,15,21,25,35,38,40,46,47,51,53,54,55,58,64,68,75,85,89,93
5,7,15,17,20,21,26,28,37,40,46,49,51,55,68,71,73,82,83,85
0,3,5,10,18,20,21,24,25,35,36,44,49,51,52,64,70,81,85,89
5,11,15,18,20,25,42,45,61,66,68,70,74,75,78,80,85,94,96,99
0,1,4,11,24,42,46,51,53,54,55,68,73,75,82,86,92,93,94,99
1,8,18,24,35,38,41,42,47,49,53,55,59,60,61,68,76,82,87,94
4,16,18,22,35,42,46,54,55,68,72,73,78,80,85,86,87,92,96,99
5,15,17,18,20,21,25,35,41,46,54,55,68,70,73,79,82,85,92,96
1,3,7,19,25,28,33,37,39,42,46,50,52,57,59,61,71,76,87,94
4,8,15,16,17,22,24,25,33,35,42,45,51,60,66,74,78,79,93,97
15,17,18,21,26,35,43,51,55,57,60,73,75,83,85,89,93,94,96,99
0,3,5,19,24,26,33,36,40,41,43,44,49,55,57,58,68,73,76,82
11,20,24,25,35,38,40,50,53,54,55,58,61,68,71,76,83,92,93,94
5,8,15,16,20,25,35,40,42,43,47,51,55,68,71,72,83,86,89,97
10,18,24,26,40,43,46,49,50,55,57,58,60,68,70,75,79,83,89,96
0,1,3,5,15,20,36,44,49,52,59,73,74,76,79,81,82,87,94,97
1,5,10,21,24,36,46,49,50,55,66,68,70,76,83,85,89,92,94,96
1,4,10,18,22,40,46,47,54,66,68,75,78,79,82,86,87,89,92,99
4,5,17,18,21,26,36,40,42,50,51,53,64,66,68,70,80,81,85,93
4,11,15,18,25,38,41,42,46,47,53,54,55,58,72,73,75,82,89,93
0,4,15,20,39,43,45,47,49,58,60,61,71,74,81,82,83,87,94,97
4,18,33,39,44,46,49,50,54,55,59,66,68,70,71,76,87,92,94,99
1,5,10,11,15,21,24,25,35,42,51,60,68,73,75,76,82,85,96,99
5,10,20,21,25,26,35,36,40,44,46,50,51,54,55,64,68,70,85,93
10,11,15,20,21,33,38,41,43,47,53,55,64,68,71,75,82,85,93,99
1,5,15,17,18,21,25,26,38,40,43,46,47,54,57,58,73,83,85,96
1,4,17,19,21,33,35,36,44,50,64,66,70,76,81,85,87,89,94,96
0,4,5,10,33,36,40,41,42,44,50,52,55,68,70,73,75,80,82,89
0,15,19,20,25,26,39,49,50,53,55,59,68,71,75,81,83,87,89,94
1,11,18,41,42,46,49,53,54,55,75,79,82,83,89,92,93,96,97,99
1,3,10,11,18,24,25,38,41,43,46,47,50,52,54,71,75,76,96,99
17,18,21,35,38,40,46,47,49,51,54,64,68,79,80,85,92,93,96,99
0,5,11,35,38,39,41,43,47,49,50,53,64,70,75,82,87,89,93,94
0,3,5,10,21,38,40,43,47,49,50,51,52,58,59,70,73,76,83,87
3,4,15,18,20,25,26,37,38,39,42,47,60,61,75,80,87,93,94,96
10,11,17,18,20,21,25,38,46,47,51,54,55,68,75,83,85,89,96,99
1,15,20,36,38,39,41,43,47,49,57,58,64,71,72,75,76,79,82,83
4,10,11,20,35,39,46,49,53,59,60,64,71,75,87,89,93,94,96,99
1,10,21,26,38,40,49,50,52,54,57,60,64,66,70,75,79,80,92,94
4,5,10,15,26,36,40,42,49,54,55,57,60,64,73,80,82,92,93,96
10,11,18,36,42,44,46,53,54,55,58,60,66,68,72,83,87,93,97,99
1,17,19,20,21,25,35,37,47,49,51,53,55,64,68,70,80,81,85,93
3,7,21,24,37,43,44,46,50,51,52,55,68,70,75,76,82,83,85,96
10,18,21,39,40,46,50,51,54,55,68,70,71,75,80,85,87,93,94,96
1,3,7,11,15,28,37,40,44,50,52,53,54,57,58,68,76,80,83,93
10,17,18,19,20,33,35,38,40,43,46,47,50,55,59,66,68,70,80,81
0,10,19,24,33,35,39,41,46,52,55,68,70,80,81,82,87,89,94,97
1,3,4,10,11,20,24,25,42,43,47,53,55,58,59,61,68,70,76,94
5,15,21,22,38,45,52,53,58,60,66,71,76,78,80,81,87,89,92,93
0,1,5,7,15,18,20,21,28,35,36,37,46,51,54,55,68,85,93,96
10,17,20,21,25,41,51,54,55,61,64,68,70,71,75,80,82,85,89,99
1,4,11,18,24,33,37,40,42,46,54,55,57,61,75,89,92,93,96,99
1,3,11,15,38,41,43,46,47,50,52,53,64,68,75,80,83,89,93,99
4,7,24,28,33,36,37,38,41,49,54,55,58,64,71,72,74,82,92,97
3,11,18,22,26,38,40,41,43,46,52,58,66,75,76,78,80,92,96,99
1,3,5,21,39,40,50,52,60,64,70,71,73,74,76,81,85,87,93,96
1,5,7,10,18,19,20,21,24,25,26,36,38,40,41,43,47,73,81,85
0,3,5,18,24,42,43,44,49,50,52,54,55,59,64,68,70,73,89,96
1,3,7,17,19,20,24,35,40,41,43,46,52,55,58,68,75,81,85,93
0,1,3,5,10,15,20,25,26,36,40,42,44,46,53,57,61,73,80,89
0,1,5,10,15,18,25,33,35,36,40,43,46,47,49,55,64,68,70,96
3,7,10,15,19,26,35,40,41,49,50,52,53,58,60,64,80,82,89,96
3,11,15,21,24,41,44,49,51,52,54,58,71,76,82,83,85,87,92,94
10,15,17,18,19,20,38,43,46,47,49,55,60,64,68,75,81,89,96,99
1,11,15,17,38,39,41,46,47,49,53,60,61,64,71,76,87,89,93,94
7,10,17,18,21,26,28,33,37,40,43,46,47,51,54,55,68,80,85,96
0,1,3,4,26,40,46,49,52,57,59,60,75,76,86,87,89,92,94,97
0,7,8,10,24,25,33,36,37,38,40,41,44,45,47,58,59,61,74,82
0,4,5,10,11,15,18,33,42,46,50,55,59,60,64,68,70,73,76,96
1,21,24,35,38,43,47,51,52,54,60,73,76,80,85,87,89,92,94,96
15,17,20,21,25,38,41,46,51,58,71,72,73,80,82,83,85,89,92,94
0,10,18,20,22,24,25,37,45,46,47,49,51,55,60,64,81,82,87,96
5,10,11,17,21,35,40,46,50,51,53,55,64,68,70,80,85,93,94,99
3,10,11,17,24,25,38,41,47,49,52,55,58,68,75,80,82,89,94,99
10,15,18,20,21,25,46,47,51,53,55,64,68,71,73,81,85,87,93,96
0,4,10,18,19,21,33,36,46,50,51,55,57,60,64,68,70,80,81,96
10,11,15,17,18,41,43,47,49,53,54,55,64,68,70,83,93,94,96,99
3,10,18,19,21,46,51,52,53,54,55,68,75,80,81,82,89,92,94,96
0,18,36,38,41,46,47,49,53,58,73,74,75,76,82,83,89,93,94,96
10,17,18,19,20,25,33,39,41,46,52,55,68,70,71,75,79,87,94,96
0,4,5,10,22,24,41,42,43,47,53,54,55,59,64,68,76,82,92,93
0,10,18,22,26,46,55,57,60,64,75,78,79,86,87,89,93,94,96,99
0,4,15,16,25,35,39,42,43,49,50,53,55,58,61,71,72,80,93,99
1,7,11,15,18,21,26,38,42,46,47,51,55,59,60,66,68,80,85,96
0,10,17,18,21,38,41,46,47,49,54,55,64,66,68,85,89,92,94,96
3,5,17,20,36,38,47,53,54,58,60,64,78,79,81,83,86,92,93,97
5,7,11,18,26,28,35,37,39,46,55,64,66,68,71,75,85,87,96,99
5,20,21,24,25,28,33,36,41,44,45,46,51,54,55,61,64,68,73,81
1,5,15,25,26,35,40,41,43,49,51,53,54,57,58,76,80,83,92,93
0,1,5,10,11,33,35,44,50,53,55,58,68,70,75,76,83,89,93,99
1,5,20,22,25,26,46,49,54,55,57,66,78,79,82,89,92,96,97,99
0,4,7,8,10,22,24,38,45,49,55,57,58,60,68,74,76,78,79,93
5,17,18,19,21,36,42,49,51,58,70,73,75,80,81,83,85,89,96,99
10,18,22,26,40,44,46,51,54,55,57,68,70,75,78,79,80,89,92,93
0,1,5,10,15,18,21,24,25,43,44,46,49,55,58,68,71,73,85,96
1,5,11,15,36,37,38,41,46,50,54,55,58,59,68,72,76,83,92,94
3,5,17,18,36,38,41,43,44,46,47,49,52,55,58,59,76,81,94,96
1,4,10,11,15,20,21,26,43,46,47,51,53,55,57,60,64,81,85,93
18,21,22,38,43,47,51,54,55,60,66,68,70,78,79,81,85,89,92,96
11,17,18,19,21,35,38,46,51,53,54,55,68,73,81,85,93,94,96,99
3,10,11,16,18,21,24,26,46,49,52,55,68,71,75,83,87,89,94,99
1,3,5,15,18,26,37,43,46,49,52,57,64,66,71,73,81,83,86,87
4,5,17,19,21,24,33,36,38,43,44,47,51,52,73,76,80,81,85,92
1,3,5,15,20,24,25,38,41,44,49,52,54,55,58,68,73,82,83,96
5,11,15,20,24,25,26,33,36,47,57,61,64,71,75,87,89,94,96,99
0,10,11,17,19,21,26,40,41,57,61,66,68,70,80,81,82,85,92,99
10,18,22,38,46,49,54,55,66,68,75,78,79,80,83,86,89,92,93,96
10,18,21,25,38,40,46,47,50,51,53,54,55,66,68,70,85,89,93,96
11,17,18,21,39,46,51,53,54,55,59,60,64,75,81,85,92,93,96,99
0,5,15,17,18,24,25,36,38,43,46,49,55,58,64,75,83,89,96,97
5,10,18,22,26,36,44,46,53,55,57,60,64,66,68,78,79,83,93,96
1,3,18,21,24,38,41,47,49,51,52,53,54,55,68,74,92,93,94,96
5,11,15,17,38,41,47,55,60,68,75,76,78,79,80,82,83,89,94,99
15,18,25,38,46,47,49,54,55,58,64,66,68,72,75,87,89,94,96,99
