user_id,average_score_translation,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,country_10,runtime,year
2ddf4cea-b240-4dcf-954e-8ac08bb98c76,-6,Romance,Biography,Sport,Thriller,Adventure,Drama,Animation,Crime,Family,Musical,New Zealand,Aruba,Sweden,Vietnam,South Korea,Argentina,Netherlands,China,Indonesia,Panama,162,2003
ee47f975-de02-481d-a020-cdd342e103ba,-9,History,Thriller,Fantasy,Crime,Western,Mystery,Romance,Drama,Sci-Fi,Action,Portugal,Germany,Taiwan,Colombia,West Germany,Aruba,Iran,Greece,Iceland,Finland,122,2016
2684afaa-1dac-4623-92db-66773f75dae8,-9,Biography,Western,Action,Thriller,Horror,History,Adventure,Animation,Family,Fantasy,Belgium,Germany,Canada,Denmark,Indonesia,South Africa,Lebanon,Japan,Greece,Hong Kong,199,1993
ab066819-d9d8-4287-9992-33e3f1f11b33,5,Sport,Thriller,Horror,Mystery,Fantasy,History,Animation,Adventure,Romance,Family,New Zealand,United Kingdom,Czech Republic,China,Lebanon,Iceland,Canada,Finland,Republic of Macedonia,Japan,100,2007
2ce3c5df-9b15-4e66-b6c1-f5b18613438f,0,Romance,Sci-Fi,Musical,Comedy,Mystery,Drama,Sport,Action,Animation,Family,Soviet Union,China,United States,Serbia,Poland,Aruba,Argentina,Mexico,Russia,Libya,106,2001
d446f450-ad7f-43bd-a1c3-23a771b2bb73,3,Drama,Action,Music,Biography,Western,Thriller,Sport,Sci-Fi,Horror,Fantasy,Kenya,Russia,Turkey,France,Germany,Canada,Taiwan,India,Philippines,Netherlands,205,2008
e0800fc7-4e13-4b28-b0df-86d7c58e410c,3,Western,Sport,Crime,Drama,Sci-Fi,Animation,Biography,History,Comedy,Family,Romania,Italy,Austria,Indonesia,Republic of Macedonia,Argentina,South Africa,United Arab Emirates,Portugal,Finland,92,2010
facf486c-35db-4f56-8160-23219274844d,-7,Action,Crime,Adventure,Romance,Fantasy,Mystery,Music,Animation,Musical,Horror,Sweden,Hong Kong,West Germany,Italy,Greece,South Korea,Lebanon,Federal Republic of Yugoslavia,Poland,Mexico,79,1988
f6a27949-3175-4d90-b3d6-412931bd0d2d,0,Adventure,Animation,Biography,Family,Crime,Musical,History,Sci-Fi,Romance,Western,Sweden,Denmark,Romania,Belgium,Argentina,Aruba,New Zealand,Hong Kong,Poland,Israel,188,1999
6d07ed27-cd81-416e-aab2-08261f416ffa,3,Musical,History,Romance,Sport,Drama,Thriller,Animation,Music,Crime,Horror,Netherlands,China,South Korea,Colombia,Turkey,Soviet Union,Thailand,Germany,West Germany,Mexico,131,1993
54031d35-619e-4333-8685-2fe704dd89b2,-9,Drama,Thriller,Animation,Horror,Biography,Romance,Mystery,Adventure,Action,Comedy,Federal Republic of Yugoslavia,Italy,France,Russia,West Germany,Indonesia,South Korea,Yugoslavia,Iran,Germany,107,1999
079cd927-c5e4-4a0f-b42f-e938c036e4ab,-1,Horror,Biography,Fantasy,Sport,Mystery,Romance,Comedy,Western,History,Thriller,Argentina,Israel,Mexico,New Zealand,Norway,Colombia,Czech Republic,Austria,Panama,Greece,100,2010
a39a4923-88c4-4f21-8039-7c4f8ffcb55e,7,Comedy,Thriller,Action,Sport,Horror,Romance,Fantasy,Family,Western,Adventure,India,Chile,Jamaica,Norway,Russia,Federal Republic of Yugoslavia,Soviet Union,Spain,Belgium,Colombia,64,1994
17cb25d2-bf31-461f-8fc8-18aed0079e3b,-10,Fantasy,Biography,Musical,Adventure,Family,Western,Sci-Fi,Sport,Thriller,Crime,Argentina,Norway,Switzerland,Italy,Vietnam,Japan,Iceland,United Kingdom,Spain,Iran,156,2004
4ab6b53e-5bea-4c9f-804d-52b13e71a629,2,Sport,Animation,Family,Comedy,Mystery,History,Adventure,Fantasy,Sci-Fi,Thriller,Denmark,Poland,Argentina,Philippines,France,Israel,Hong Kong,Republic of Macedonia,Spain,Switzerland,167,2019
50a396ed-e028-450f-8c6e-2278ae3e96eb,6,Musical,Animation,Thriller,Drama,Biography,Sci-Fi,Action,Music,Fantasy,Crime,Hong Kong,Colombia,Finland,Turkey,Iceland,Libya,Russia,Poland,Belgium,Netherlands,171,2014
604764e1-5684-4961-8fa0-c37bbbf05b32,-1,Music,Family,Action,Comedy,Biography,Fantasy,Horror,Sci-Fi,History,Mystery,Italy,China,Norway,West Germany,Iran,Lebanon,Federal Republic of Yugoslavia,New Zealand,Belgium,Canada,88,2002
ce994568-a2e7-4da0-bc07-b7d81af9bafc,5,Thriller,History,Biography,Musical,Comedy,Horror,Fantasy,Family,Sport,Animation,Taiwan,Italy,West Germany,New Zealand,Ireland,Colombia,South Korea,Israel,United States,Libya,87,2008
72396c57-7393-4680-8212-13fcd2375c9d,-3,Musical,Action,History,Comedy,Western,Mystery,Sci-Fi,Sport,Thriller,Family,Indonesia,Sweden,New Zealand,Mexico,Ireland,Japan,Switzerland,United Kingdom,Netherlands,Greece,137,2010
a8956f5f-f339-41af-928a-97c1307f5b6a,-6,Adventure,Romance,Western,History,Horror,Biography,Action,Crime,Comedy,Musical,Japan,United States,Taiwan,Portugal,Canada,Hong Kong,Russia,South Korea,Denmark,France,90,2011
907ce54e-7ab2-49f8-98e6-9d4497b84dea,8,Western,Family,Adventure,Biography,Drama,Sci-Fi,Comedy,Action,History,Horror,Argentina,United States,West Germany,Kenya,New Zealand,Libya,Norway,Portugal,Switzerland,Netherlands,116,1993
478d9b30-4ec4-4f94-ae13-a34e1d786cad,-8,Biography,Music,Comedy,Horror,Animation,Musical,Crime,Fantasy,Sport,Romance,Republic of Macedonia,United Kingdom,Portugal,Czech Republic,Taiwan,Netherlands,Denmark,Greece,South Korea,Brazil,124,1994
e5b7fa4b-b32c-42d4-ae14-f57de1d30222,8,Action,Horror,Romance,Animation,Western,Sport,Sci-Fi,Fantasy,Music,History,Switzerland,Panama,South Africa,Turkey,Italy,Canada,Federal Republic of Yugoslavia,New Zealand,Netherlands,Russia,101,1993
6d1fc8b1-b24e-4b24-bd14-0f6596101ff9,-10,Mystery,Crime,Western,Music,Family,Thriller,Fantasy,Horror,Romance,Biography,Spain,West Germany,Taiwan,New Zealand,Portugal,Israel,Hong Kong,Netherlands,Sweden,Brazil,78,2015
135812eb-d8db-4e6f-ba8f-2b54e40b9ca1,-5,History,Adventure,Thriller,Romance,Family,Crime,Western,Drama,Action,Sport,France,Colombia,Japan,Canada,Iran,Thailand,Italy,Brazil,Aruba,United States,176,1975
b8d5aae9-f306-402b-b92b-aac7b360c729,10,Crime,Musical,Music,Biography,Sport,Adventure,Animation,Family,Action,Comedy,Republic of Macedonia,Denmark,West Germany,Sweden,Turkey,Ireland,Iran,South Korea,Hungary,Aruba,138,2007
5532b728-366b-45f6-9b11-7e471c11ca9c,0,Romance,Animation,Sci-Fi,Sport,Action,History,Drama,Western,Fantasy,Thriller,Mexico,Malta,Yugoslavia,Finland,Greece,Iceland,South Africa,Libya,France,China,176,1986
8e1ddff6-4d58-4b93-97f8-1a9ee40a7d9b,10,Romance,Sci-Fi,Family,Animation,Musical,Sport,Western,Biography,Mystery,Drama,Iran,Jamaica,Spain,Switzerland,Portugal,Serbia,South Korea,Japan,Lebanon,India,116,1992
9cc15633-a7e9-4944-9178-d751dde1e432,1,Fantasy,Biography,Sci-Fi,Animation,Comedy,Western,Sport,Musical,History,Thriller,United Arab Emirates,Chile,Mexico,Czech Republic,Norway,Malta,Turkey,Poland,Portugal,Iceland,119,1998
339b1d46-eea8-4fe7-895f-f8e9011dbf72,3,Comedy,Music,Family,Western,Fantasy,Musical,Sci-Fi,Animation,Horror,Crime,Netherlands,Indonesia,Greece,Federal Republic of Yugoslavia,Colombia,Mexico,Hong Kong,Turkey,Yugoslavia,Iran,107,2011
7e246eb4-ca6a-4724-8136-270a70d04ed4,-7,Musical,Drama,Thriller,Animation,Crime,Western,Fantasy,Romance,Adventure,History,Italy,Jamaica,Finland,Greece,Sweden,Chile,Republic of Macedonia,Turkey,South Korea,Belgium,160,1996
b962d9d7-533c-4178-b892-70bb962e8415,9,Comedy,Animation,Biography,Drama,Fantasy,Crime,Family,Music,Sci-Fi,Romance,Brazil,Finland,Sweden,Denmark,Soviet Union,Belgium,Hungary,West Germany,Yugoslavia,Spain,223,1986
9cb7a462-5828-4ba8-9523-a74dcb2beaec,-5,Biography,Horror,Adventure,Romance,Fantasy,Animation,Western,Musical,Comedy,Sport,Federal Republic of Yugoslavia,Finland,Panama,Russia,Iceland,Soviet Union,Greece,Taiwan,Hungary,Iran,132,1998
af10c151-8f9b-4bf7-955a-74a4c8c4b4f8,6,Musical,Sci-Fi,Music,Adventure,Crime,Romance,Action,Comedy,Horror,Mystery,Hong Kong,Australia,West Germany,Canada,Ireland,Republic of Macedonia,United States,China,Portugal,United Kingdom,182,2006
13499466-7d66-4b64-ac6d-82ab5bc531be,-7,Adventure,Action,Western,History,Romance,Mystery,Musical,Fantasy,Horror,Sci-Fi,Vietnam,Hungary,Colombia,Lebanon,Hong Kong,Republic of Macedonia,Argentina,Jamaica,Finland,Czech Republic,100,1997
78ec8be5-3c7e-4192-a210-93f4f3130cc8,-3,Biography,Animation,Family,Musical,Action,Drama,Adventure,Western,Sci-Fi,Mystery,Switzerland,China,United Kingdom,Iceland,Italy,Denmark,United Arab Emirates,Romania,Brazil,France,116,1998
91850504-28b1-44f9-a0ec-d86dc605e6f5,-8,Music,Fantasy,Crime,Comedy,Drama,Western,Sci-Fi,Family,Musical,Sport,Poland,New Zealand,Serbia,Soviet Union,Iceland,Libya,China,Malta,Argentina,Germany,129,1984
6c7d6dcb-eb53-4bc5-9aa4-2e598b6aca45,5,Comedy,Action,Horror,Drama,Adventure,Sport,Western,Crime,Family,History,Germany,Chile,Czech Republic,New Zealand,France,Brazil,Indonesia,Lebanon,Serbia,Finland,138,2014
d7dd716e-3d64-4b9c-8ccc-7367410e1d76,0,Animation,Family,Biography,Action,Comedy,Romance,Adventure,Sport,Sci-Fi,Music,Federal Republic of Yugoslavia,Hungary,Brazil,Thailand,Vietnam,United Arab Emirates,Iceland,Sweden,United Kingdom,Malta,72,1998
fe1450bc-1bcf-4881-bebf-564cd2bb07ab,8,Fantasy,Action,Animation,Comedy,Western,Romance,Adventure,Family,Thriller,Biography,Denmark,Germany,Finland,United Kingdom,Soviet Union,Iceland,France,Yugoslavia,Kenya,Norway,81,1992
13f707a1-a90d-4547-a2e3-c01df4c79f80,0,Fantasy,Adventure,Crime,Animation,Western,Drama,Comedy,History,Music,Romance,Poland,Turkey,Ireland,Serbia,Jamaica,South Korea,Republic of Macedonia,Yugoslavia,Mexico,Chile,164,1999
81790a0f-7ca2-436c-9616-3990c504058b,3,Comedy,Romance,Thriller,Crime,Biography,Animation,History,Action,Horror,Western,Thailand,Jamaica,Serbia,United States,South Africa,Germany,Libya,Japan,Iceland,United Arab Emirates,165,2001
325819ff-8076-431b-a7e3-8067a908b22f,7,Fantasy,Action,Family,Biography,Sci-Fi,Thriller,Music,History,Horror,Adventure,Republic of Macedonia,Brazil,Jamaica,China,Ireland,India,South Korea,Portugal,Iceland,Czech Republic,167,2006
cd72a586-3539-4300-9e00-93e64867a0c3,-4,Musical,Family,Thriller,Music,Sci-Fi,Sport,Animation,Adventure,Horror,Drama,Canada,Kenya,India,Panama,Brazil,Mexico,Republic of Macedonia,Philippines,China,United Kingdom,179,1988
7de01538-84ff-4285-9490-d82e91b0c1f7,5,Western,Fantasy,Sport,Drama,Horror,Sci-Fi,Mystery,Music,Family,Thriller,Iceland,Argentina,Serbia,Israel,Finland,Ireland,Taiwan,West Germany,United Arab Emirates,Thailand,121,2005
dd6a68b7-c0fa-40a2-ade7-d8fb11a69c9c,-6,Horror,Western,Musical,Romance,Adventure,History,Sport,Comedy,Drama,Music,Vietnam,Romania,Russia,South Korea,Jamaica,Australia,Yugoslavia,Colombia,Aruba,Iceland,151,2006
21bb20ea-d2c4-4df4-8106-ea5ab3e7df36,3,Fantasy,Action,Mystery,Crime,Drama,Sci-Fi,Musical,Comedy,Western,Thriller,Russia,Brazil,United States,Iceland,China,Colombia,Austria,Finland,Ireland,Aruba,103,2008
91925755-5f9d-43dd-985e-87226357b5de,-8,Crime,Mystery,Fantasy,Comedy,Animation,Drama,Adventure,Thriller,History,Sci-Fi,United States,Malta,Soviet Union,Spain,Serbia,Taiwan,United Arab Emirates,Yugoslavia,New Zealand,Austria,161,2000
254b3f1d-ea70-42fb-8f0e-6964565b3503,3,Musical,Sci-Fi,Mystery,Action,Horror,Music,History,Sport,Drama,Family,Mexico,Vietnam,Libya,Thailand,Australia,Hong Kong,Canada,South Korea,Taiwan,United Kingdom,115,1990
103e7ed0-8ad7-4a61-9c0a-14e616a7a094,0,Musical,Action,Drama,Music,Sport,History,Romance,Western,Horror,Thriller,Federal Republic of Yugoslavia,Hungary,France,Philippines,South Africa,Germany,Indonesia,United Arab Emirates,Serbia,Libya,137,2009
1e147000-ef19-4e36-bce8-8f6bca6eb579,-3,Action,Crime,Drama,Comedy,Adventure,Sci-Fi,Music,Horror,Mystery,History,Belgium,Federal Republic of Yugoslavia,Argentina,Mexico,France,Russia,Greece,Portugal,Spain,Netherlands,118,2006
bdfdc35a-0ef0-4a46-9cb7-f62c4d5b68f8,-5,Music,Mystery,Adventure,Crime,Comedy,Action,Horror,Western,Animation,Family,United Kingdom,Malta,Iceland,Spain,Taiwan,Yugoslavia,Greece,Lebanon,Thailand,India,151,1992
9c0d49f1-7ad9-4a3f-b8dc-564acb664593,6,Family,Sport,Adventure,Biography,Music,Action,Musical,Western,Crime,Fantasy,Belgium,Norway,Iceland,Serbia,Australia,Argentina,Yugoslavia,Canada,Soviet Union,Poland,160,2002
f6e11cb9-6219-448f-84d9-2f33a665f518,7,Fantasy,Musical,Sport,Adventure,Horror,Family,Music,Animation,Sci-Fi,Drama,South Korea,Iceland,Soviet Union,Philippines,Japan,Belgium,Ireland,Federal Republic of Yugoslavia,United Kingdom,Yugoslavia,197,2008
16b6934d-09f0-4688-b49d-9e0121dc01c6,-9,History,Sport,Musical,Thriller,Animation,Comedy,Adventure,Romance,Fantasy,Family,Ireland,Italy,Republic of Macedonia,Lebanon,Argentina,India,Kenya,Turkey,Iran,Mexico,130,2009
c8c092d3-25a0-45c9-bf1a-c88f3a8553b7,-3,Sport,Horror,History,Crime,Action,Fantasy,Musical,Sci-Fi,Adventure,Western,Finland,New Zealand,Israel,Philippines,Mexico,Republic of Macedonia,Switzerland,Colombia,Iceland,Chile,191,2004
8485a8db-7119-47ec-890a-63fe221cbcc9,8,Mystery,Western,Fantasy,Adventure,Comedy,History,Music,Action,Crime,Sport,Russia,Germany,Canada,Federal Republic of Yugoslavia,Switzerland,India,Iran,Greece,South Africa,Yugoslavia,164,1997
11012845-78d7-4325-b047-13d648f6c463,4,Western,Sport,Drama,Action,History,Comedy,Crime,Horror,Music,Sci-Fi,Brazil,Australia,Chile,Norway,United Arab Emirates,Greece,Poland,Republic of Macedonia,Lebanon,Turkey,133,1999
1e82a395-22d0-4fa2-a20b-bd7db1f54f49,-6,Fantasy,Music,Sci-Fi,Comedy,Adventure,Thriller,Animation,Sport,Mystery,Action,Philippines,China,Sweden,Greece,Switzerland,Israel,Austria,Federal Republic of Yugoslavia,Russia,Portugal,113,1997
f4ef2940-22d6-409e-97d8-8e7a40188925,6,Biography,Musical,Crime,Sci-Fi,Action,Sport,Thriller,Adventure,Drama,Horror,Japan,Turkey,Libya,Norway,Colombia,Panama,Soviet Union,Federal Republic of Yugoslavia,South Africa,Romania,183,1999
fcc533dd-fe4f-4d96-9056-bd3db0bc6860,-5,Fantasy,Romance,Animation,Musical,Family,Western,Sport,Crime,Music,Thriller,Kenya,Italy,Canada,Spain,Portugal,Serbia,Ireland,France,Sweden,Yugoslavia,136,1996
ac4fdfea-ccec-4aa5-82c1-e4aa5063b429,4,Biography,Western,Action,Horror,Musical,Sport,Music,Mystery,Romance,Thriller,Malta,Greece,Turkey,Aruba,Spain,South Korea,Chile,United Kingdom,Finland,Soviet Union,149,2021
24bdd891-ca33-4265-9128-4473ae60aab2,-9,Animation,Action,Western,Drama,Fantasy,Sport,Music,Crime,Mystery,Musical,United Arab Emirates,Hungary,Indonesia,Belgium,Iran,Malta,Poland,Germany,Republic of Macedonia,India,144,1996
e0065a44-b440-441c-8143-995a1ff7de2d,-4,Family,Sci-Fi,Biography,Romance,Fantasy,History,Western,Drama,Music,Musical,Ireland,Canada,Yugoslavia,Norway,Republic of Macedonia,Libya,Thailand,South Africa,Netherlands,Taiwan,108,1994
65f80a7a-6a27-474b-95c5-f6cf5eb84318,8,Drama,Animation,Crime,Western,Adventure,Horror,Music,Action,Sport,Romance,Portugal,Malta,Brazil,Taiwan,Yugoslavia,Austria,Republic of Macedonia,Russia,Federal Republic of Yugoslavia,Libya,170,1996
c6db779c-1270-447e-8230-d16a5bf6220a,2,Drama,Music,Western,Musical,Animation,Fantasy,Adventure,Crime,Horror,Family,Hungary,South Africa,South Korea,West Germany,Hong Kong,Taiwan,Denmark,Kenya,China,Switzerland,179,1990
8d7f5322-f7f7-49ed-9e68-27bc7b5ee945,-1,Biography,Western,Horror,Action,Fantasy,Adventure,Drama,Mystery,Sci-Fi,History,Iceland,Federal Republic of Yugoslavia,Norway,Greece,Taiwan,Yugoslavia,United States,France,United Arab Emirates,Canada,175,2002
1f710759-b7e7-4388-9343-edc3581f59c2,-6,Comedy,Musical,Family,Western,Mystery,Romance,Action,Crime,Biography,Animation,Lebanon,Kenya,Federal Republic of Yugoslavia,Jamaica,Thailand,Sweden,Iceland,India,Colombia,United States,166,2011
0f180d25-7433-40cb-ae94-d723406ba784,-8,Adventure,Animation,Mystery,Thriller,Biography,Music,Musical,Horror,Drama,Sport,Greece,Hungary,Sweden,United States,Republic of Macedonia,Argentina,Denmark,West Germany,Panama,Romania,131,1994
fe9f0170-34c5-4fe1-89bc-ebb5f96923f6,3,Family,Biography,Fantasy,Romance,Sci-Fi,History,Crime,Sport,Action,Thriller,Vietnam,Israel,Panama,Canada,Australia,Soviet Union,China,Mexico,Argentina,Japan,129,2013
d9115d59-8d5a-44ed-8182-ec21b2e590a5,-1,Crime,Comedy,Thriller,History,Family,Musical,Mystery,Western,Drama,Adventure,United Arab Emirates,Hungary,Italy,Thailand,Brazil,Mexico,Germany,Spain,Argentina,Israel,130,1985
af6dfd3d-98c9-47a4-acdf-ae35e49a5ab1,-7,Crime,Thriller,Comedy,Musical,Animation,Sport,Family,Horror,Western,Biography,Thailand,Hungary,France,Japan,Taiwan,New Zealand,Czech Republic,Brazil,Serbia,Turkey,130,1994
ab6685a2-c7cf-43b2-b71d-9a94c4c167d0,2,Crime,Animation,Sci-Fi,Family,Drama,Western,Biography,Action,Sport,Romance,Colombia,South Africa,Philippines,Israel,Spain,Iran,Sweden,Libya,Italy,Taiwan,86,1987
1d7aaa19-bdda-4656-9aa4-b2c385fb2143,-7,Romance,Musical,Fantasy,Biography,Comedy,Thriller,Mystery,Family,History,Sci-Fi,Poland,Iceland,Mexico,Soviet Union,Lebanon,China,Finland,Israel,West Germany,Philippines,52,1995
8dd13dce-5201-4ef2-a398-cea3da572167,-10,Sport,History,Action,Thriller,Adventure,Family,Sci-Fi,Romance,Comedy,Mystery,Norway,Netherlands,Yugoslavia,Germany,Lebanon,Italy,Argentina,Philippines,Malta,Chile,172,1995
52182b05-50ac-476f-a48b-9153695bef16,-10,Sport,Mystery,Drama,Western,Fantasy,Biography,Comedy,Musical,Thriller,Action,Austria,Argentina,Jamaica,Norway,Colombia,Philippines,South Africa,Israel,Vietnam,Yugoslavia,144,1992
58b1825f-bdaf-4db1-a830-95af524be904,2,Drama,Musical,Family,Crime,History,Music,Fantasy,Adventure,Comedy,Western,United Kingdom,Panama,Switzerland,Taiwan,Germany,Republic of Macedonia,South Africa,United States,Poland,Portugal,145,1990
556ed7d3-4eb6-4e6e-808a-56ec1f7a8fae,0,Action,Romance,Musical,Mystery,Sci-Fi,Comedy,Western,Thriller,Music,Fantasy,Portugal,Israel,Hong Kong,France,Russia,West Germany,Jamaica,Denmark,Norway,Finland,173,1992
14962ee0-d1d2-4c02-bfff-3d214b92ea43,6,Fantasy,Musical,Horror,Animation,Drama,Action,Family,Sci-Fi,Sport,Comedy,Finland,Poland,Republic of Macedonia,South Africa,Aruba,Portugal,Colombia,Belgium,Sweden,Serbia,156,1993
9bebb4a9-489d-4799-a35e-3f118b1f1b15,-3,Western,Biography,Musical,Family,Animation,Music,Drama,Horror,Sci-Fi,Action,China,Japan,Taiwan,Libya,South Korea,United States,Mexico,Netherlands,Colombia,Hungary,177,2009
fe979765-e315-480d-9fc2-2fcaed5cbb64,9,Romance,Thriller,Musical,Sci-Fi,Family,Comedy,Horror,Music,Action,History,Kenya,Brazil,Indonesia,Federal Republic of Yugoslavia,Israel,United States,Czech Republic,Republic of Macedonia,Poland,Austria,130,2005
ef95a8f8-1e93-49fa-bbc7-a10b9d453d71,-2,Fantasy,Musical,Horror,Biography,Western,Drama,Sci-Fi,Thriller,History,Romance,Panama,Israel,Aruba,France,Jamaica,Austria,Sweden,United States,Romania,Brazil,163,2001
f942a72e-3580-4814-9120-092d3e46b421,7,Music,Musical,Action,Thriller,History,Romance,Biography,Family,Mystery,Drama,Indonesia,Brazil,Iceland,France,Netherlands,Ireland,Argentina,Israel,Iran,Norway,92,1987
562b53dc-2fd6-4d6c-8234-63797c568dba,-3,Sport,Animation,Family,Romance,Adventure,Music,Crime,Comedy,Sci-Fi,Musical,Australia,Iceland,New Zealand,Austria,Brazil,Belgium,Jamaica,Argentina,Iran,Indonesia,193,1994
6440ab2b-ad28-4127-9c8c-2a771b5bb22a,9,Thriller,Family,History,Western,Animation,Music,Comedy,Musical,Fantasy,Sci-Fi,Romania,Kenya,Denmark,Japan,Germany,United States,New Zealand,Jamaica,Sweden,Thailand,78,1983
fbec785e-dc47-477e-8e14-40a3dd49e861,-7,Comedy,Music,Mystery,Family,Biography,Sci-Fi,Romance,Sport,Fantasy,Adventure,Brazil,Soviet Union,Iceland,Jamaica,Germany,Ireland,Sweden,South Africa,Argentina,Mexico,107,2012
da0ae3aa-4a7f-409e-8d5a-4e1d680dd668,9,Musical,Crime,Action,Sport,Comedy,Mystery,Sci-Fi,Biography,Romance,Horror,Norway,Belgium,Brazil,New Zealand,Yugoslavia,Jamaica,Poland,Vietnam,Denmark,South Africa,65,2015
a5bc7931-df65-4386-9481-b57460775262,2,Comedy,Western,Romance,Fantasy,Adventure,Family,Animation,Sci-Fi,Biography,Sport,Spain,Switzerland,Serbia,Sweden,Colombia,Iceland,Hungary,South Korea,China,Poland,124,1999
4b14f536-5621-4d47-9644-06d13efaa1a3,10,Sport,Family,Animation,Romance,Action,Horror,Western,Music,Thriller,Mystery,United Arab Emirates,United States,West Germany,Soviet Union,Iran,Portugal,China,Thailand,New Zealand,Netherlands,142,1996
972ee003-47a3-4bf0-966c-cb005329062e,-6,Action,Sci-Fi,Fantasy,Crime,Drama,Music,Thriller,Romance,Musical,Comedy,Thailand,Lebanon,Norway,Serbia,Colombia,United Kingdom,Kenya,South Africa,Italy,Federal Republic of Yugoslavia,221,2003
274545c2-5826-4b52-8a56-04a681dd9ee8,5,Thriller,Western,Musical,Adventure,Family,Biography,Romance,Fantasy,Crime,Drama,India,Portugal,Kenya,Chile,Netherlands,Aruba,Brazil,Indonesia,Denmark,Greece,147,2006
e40f756f-bddd-4916-8d98-4349547d06ec,4,Crime,Drama,Fantasy,Comedy,Mystery,History,Western,Biography,Romance,Sci-Fi,Italy,Lebanon,South Africa,Mexico,Thailand,Spain,Netherlands,Denmark,Aruba,Kenya,96,2007
